CP;Commune;Distance;1-2;3-4;5-6;7-8;9-12;13-16 ;17-31 ;32-54
08220;Fraillicourt;130;153;183;213;233;307;353;383;429
08140;Francheval;175;202;232;262;282;404;465;505;566
08600;Fromelennes;210;240;270;300;320;480;552;600;672
08370;Fromy;195;224;254;284;304;448;515;559;627
08170;Fumay;190;218;248;278;298;437;502;546;611
08170;Fépin;185;213;243;273;293;426;490;532;596
08240;Germont;120;143;173;203;223;285;328;356;399
08440;Gernelle;160;186;216;246;266;372;427;465;520
08700;Gespunsart;165;191;221;251;271;383;440;478;536
08260;Girondelle;155;180;210;240;260;361;415;451;505
08600;Givet;210;240;270;300;320;480;552;600;672
08200;Givonne;175;202;232;262;282;404;465;505;566
08220;Givron;120;143;173;203;223;285;328;356;399
08130;Givry;120;143;173;203;223;285;328;356;399
08200;Glaire;165;191;221;251;271;383;440;478;536
08190;Gomont;110;132;162;192;212;263;303;329;369
08270;Grandchamp;125;148;178;208;228;296;340;370;414
08250;Grandham;105;126;156;186;206;253;290;316;354
08250;Grandpré;110;132;162;192;212;263;303;329;369
08400;Grivy-Loisy;105;126;156;186;206;253;290;316;354
08430;Gruyères;140;164;194;224;244;328;378;410;460
08430;Guignicourt-sur-Vence;140;164;194;224;244;328;378;410;460
08130;Guincourt;120;143;173;203;223;285;328;356;399
08230;Gué-d'Hossus;165;191;221;251;271;383;440;478;536
08430;Hagnicourt;135;159;189;219;239;318;365;397;445
08090;Ham-les-Moines;160;186;216;246;266;372;427;465;520
08600;Ham-sur-Meuse;205;235;265;295;315;469;540;586;657
08290;Hannappes;155;180;210;240;260;361;415;451;505
08160;Hannogne-Saint-Martin;155;180;210;240;260;361;415;451;505
08220;Hannogne-Saint-Rémy;130;153;183;213;233;307;353;383;429
08450;Haraucourt;175;202;232;262;282;404;465;505;566
08150;Harcy;165;191;221;251;271;383;440;478;536
08170;Hargnies;185;213;243;273;293;426;490;532;596
08240;Harricourt;120;143;173;203;223;285;328;356;399
08090;Haudrecy;160;186;216;246;266;372;427;465;520
08800;Haulmé;170;197;227;257;277;393;452;492;551
08300;Hauteville;120;143;173;203;223;285;328;356;399
08310;Hauviné;80;99;129;159;179;198;228;248;278
08170;Haybes;180;208;238;268;288;415;477;519;581
08370;Herbeuval;200;229;259;289;309;458;527;573;642
08360;Herpy-l'Arlésienne;110;132;162;192;212;263;303;329;369
08320;Hierges;200;229;259;289;309;458;527;573;642
08190;Houdilcourt;100;121;151;181;201;242;278;302;338
08090;Houldizy;160;186;216;246;266;372;427;465;520
08200;Illy;180;208;238;268;288;415;477;519;581
08240;Imécourt;120;143;173;203;223;285;328;356;399
08300;Inaumont;115;137;167;197;217;274;315;343;384
08440;Issancourt-et-Rumel;160;186;216;246;266;372;427;465;520
08430;Jandun;135;159;189;219;239;318;365;397;445
08700;Joigny-sur-Meuse;165;191;221;251;271;383;440;478;536
08130;Jonval;145;170;200;230;250;339;390;424;475
08310;Juniville;105;126;156;186;206;253;290;316;354
08270;Justine-Herbigny;120;143;173;203;223;285;328;356;399
08300;L'Écaille;100;121;151;181;201;242;278;302;338
08150;L'Échelle;145;170;200;230;250;339;390;424;475
08240;La Berlière;135;159;189;219;239;318;365;397;445
08450;La Besace;145;170;200;230;250;339;390;424;475
08200;La Chapelle;175;202;232;262;282;404;465;505;566
08400;La Croix-aux-Bois;110;132;162;192;212;263;303;329;369
08370;La Ferté-sur-Chiers;195;224;254;284;304;448;515;559;627
08000;La Francheville;145;170;200;230;250;339;390;424;475
08290;La Férée;150;175;205;235;255;350;403;438;490
08700;La Grandville;160;186;216;246;266;372;427;465;520
08430;La Horgne;140;164;194;224;244;328;378;410;460
08140;La Moncelle;170;197;227;257;277;393;452;492;551
08380;La Neuville-aux-Joûtes;165;191;221;251;271;383;440;478;536
08310;La Neuville-en-Tourne-à-Fuy;90;110;140;170;190;220;253;275;308
08270;La Neuville-lès-Wasigny;125;148;178;208;228;296;340;370;414
08450;La Neuville-à-Maire;155;180;210;240;260;361;415;451;505
08220;La Romagne;135;159;189;219;239;318;365;397;445
08130;La Sabotterie;120;143;173;203;223;285;328;356;399
08800;Laifour;175;202;232;262;282;404;465;505;566
08460;Lalobbe;130;153;183;213;233;307;353;383;429
08130;Lametz;120;143;173;203;223;285;328;356;399
08240;Landres-et-Saint-Georges;120;143;173;203;223;285;328;356;399
08600;Landrichamps;215;245;275;305;325;491;564;614;687
08250;Lançon;105;126;156;186;206;253;290;316;354
08430;Launois-sur-Vence;130;153;183;213;233;307;353;383;429
08150;Laval-Morency;150;175;205;235;255;350;403;438;490
08390;Le Chesne;120;143;173;203;223;285;328;356;399
08300;Le Châtelet-sur-Retourne;95;115;145;175;195;231;265;289;323
08150;Le Châtelet-sur-Sormonne;150;175;205;235;255;350;403;438;490
08290;Le Fréty;140;164;194;224;244;328;378;410;460
08390;Le Mont-Dieu;130;153;183;213;233;307;353;383;429
08190;Le Thour;115;137;167;197;217;274;315;343;384
08310;Leffincourt;100;121;151;181;201;242;278;302;338
08400;Les Alleux;115;137;167;197;217;274;315;343;384
08000;Les Ayvelles;150;175;205;235;255;350;403;438;490
08110;Les Deux-Villes;190;218;248;278;298;437;502;546;611
08390;Les Grandes-Armoises;130;153;183;213;233;307;353;383;429
08800;Les Hautes-Rivières;175;202;232;262;282;404;465;505;566
08500;Les Mazures;170;197;227;257;277;393;452;492;551
08390;Les Petites-Armoises;120;143;173;203;223;285;328;356;399
08290;Liart;150;175;205;235;255;350;403;438;490
08110;Linay;190;218;248;278;298;437;502;546;611
08400;Liry;95;115;145;175;195;231;265;289;323
08150;Logny-Bogny;145;170;200;230;250;339;390;424;475
08400;Longwé;105;126;156;186;206;253;290;316;354
08150;Lonny;165;191;221;251;271;383;440;478;536
08390;Louvergny;150;175;205;235;255;350;403;438;490
08300;Lucquy;120;143;173;203;223;285;328;356;399
08440;Lumes;150;175;205;235;255;350;403;438;490
08150;Lépron-les-Vallées;140;164;194;224;244;328;378;410;460
08210;Létanne;150;175;205;235;255;350;403;438;490
08310;Machault;95;115;145;175;195;231;265;289;323
08450;Maisoncelle-et-Villers;170;197;227;257;277;393;452;492;551
08370;Malandry;195;224;254;284;304;448;515;559;627
08400;Manre;90;110;140;170;190;220;253;275;308
08460;Maranwez;140;164;194;224;244;328;378;410;460
08260;Marby;150;175;205;235;255;350;403;438;490
08250;Marcq;115;137;167;197;217;274;315;343;384
08370;Margny;205;235;265;295;315;469;540;586;657
08370;Margut;195;224;254;284;304;448;515;559;627
08290;Marlemont;140;164;194;224;244;328;378;410;460
08390;Marquigny;150;175;205;235;255;350;403;438;490
08400;Mars-sous-Bourcq;105;126;156;186;206;253;290;316;354
08400;Marvaux-Vieux;90;110;140;170;190;220;253;275;308
08110;Matton-et-Clémency;185;213;243;273;293;426;490;532;596
08260;Maubert-Fontaine;160;186;216;246;266;372;427;465;520
08430;Mazerny;140;164;194;224;244;328;378;410;460
08270;Mesmont;120;143;173;203;223;285;328;356;399
08110;Messincourt;185;213;243;273;293;426;490;532;596
08110;Mogues;195;224;254;284;304;448;515;559;627
08370;Moiry;195;224;254;284;304;448;515;559;627
08430;Mondigny;145;170;200;230;250;339;390;424;475
08130;Mont-Laurent;115;137;167;197;217;274;315;343;384
08400;Mont-Saint-Martin;100;121;151;181;201;242;278;302;338
08310;Mont-Saint-Remy;100;121;151;181;201;242;278;302;338
08250;Montcheutin;100;121;151;181;201;242;278;302;338
08090;Montcornet;165;191;221;251;271;383;440;478;536
08090;Montcy-Notre-Dame;155;180;210;240;260;361;415;451;505
08390;Montgon;120;143;173;203;223;285;328;356;399
08800;Monthermé;170;197;227;257;277;393;452;492;551
08400;Monthois;95;115;145;175;195;231;265;289;323
08170;Montigny-sur-Meuse;185;213;243;273;293;426;490;532;596
08430;Montigny-sur-Vence;135;159;189;219;239;318;365;397;445
08220;Montmeillant;135;159;189;219;239;318;365;397;445
08250;Mouron;100;121;151;181;201;242;278;302;338
08210;Mouzon;180;208;238;268;288;415;477;519;581
08150;Murtin-et-Bogny;150;175;205;235;255;350;403;438;490
08310;Ménil-Annelles;115;137;167;197;217;274;315;343;384
08310;Ménil-Lépinois;95;115;145;175;195;231;265;289;323
08300;Nanteuil-sur-Aisne;110;132;162;192;212;263;303;329;369
08300;Neuflize;95;115;145;175;195;231;265;289;323
08460;Neufmaison;145;170;200;230;250;339;390;424;475
08700;Neufmanil;165;191;221;251;271;383;440;478;536
08130;Neuville-Day;115;137;167;197;217;274;315;343;384
08380;Neuville-lez-Beaulieu;160;186;216;246;266;372;427;465;520
08090;Neuville-lès-This;150;175;205;235;255;350;403;438;490
08430;Neuvizy;130;153;183;213;233;307;353;383;429
08400;Noirval;115;137;167;197;217;274;315;343;384
08240;Nouart;130;153;183;213;233;307;353;383;429
08160;Nouvion-sur-Meuse;150;175;205;235;255;350;403;438;490
08700;Nouzonville;160;186;216;246;266;372;427;465;520
08270;Novion-Porcien;120;143;173;203;223;285;328;356;399
08300;Novy-Chevrières;115;137;167;197;217;274;315;343;384
08350;Noyers-Pont-Maugis;170;197;227;257;277;393;452;492;551
08240;Oches;130;153;183;213;233;307;353;383;429
08250;Olizy-Primat;100;121;151;181;201;242;278;302;338
08450;Omicourt;165;191;221;251;271;383;440;478;536
08430;Omont;150;175;205;235;255;350;403;438;490
08110;Osnes;185;213;243;273;293;426;490;532;596
08310;Pauvres;105;126;156;186;206;253;290;316;354
08300;Perthes;100;121;151;181;201;242;278;302;338
08190;Poilcourt-Sydney;95;115;145;175;195;231;265;289;323
08430;Poix-Terron;135;159;189;219;239;318;365;397;445
08140;Pouru-aux-Bois;180;208;238;268;288;415;477;519;581
08140;Pouru-Saint-Remy;175;202;232;262;282;404;465;505;566
08290;Prez;150;175;205;235;255;350;403;438;490
08000;Prix-lès-Mézières;150;175;205;235;255;350;403;438;490
08370;Puilly-et-Charbeaux;195;224;254;284;304;448;515;559;627
08270;Puiseux;130;153;183;213;233;307;353;383;429
08110;Pure;185;213;243;273;293;426;490;532;596
08400;Quatre-Champs;110;132;162;192;212;263;303;329;369
08400;Quilly;100;121;151;181;201;242;278;302;338
08430;Raillicourt;135;159;189;219;239;318;365;397;445
08600;Rancennes;210;240;270;300;320;480;552;600;672
08450;Raucourt-et-Flaba;175;202;232;262;282;404;465;505;566
08230;Regniowez;170;197;227;257;277;393;452;492;551
08220;Remaucourt;125;148;178;208;228;296;340;370;414
08450;Remilly-Aillicourt;170;197;227;257;277;393;452;492;551
08150;Remilly-les-Pothées;150;175;205;235;255;350;403;438;490
08220;Renneville;135;159;189;219;239;318;365;397;445
08150;Renwez;165;191;221;251;271;383;440;478;536
08300;Rethel;105;126;156;186;206;253;290;316;354
08500;Revin;175;202;232;262;282;404;465;505;566
08130;Rilly-sur-Aisne;115;137;167;197;217;274;315;343;384
08150;Rimogne;170;197;227;257;277;393;452;492;551
08220;Rocquigny;135;159;189;219;239;318;365;397;445
08230;Rocroi;160;186;216;246;266;372;427;465;520
08190;Roizy;95;115;145;175;195;231;265;289;323
08150;Rouvroy-sur-Audry;145;170;200;230;250;339;390;424;475
08220;Rubigny;135;159;189;219;239;318;365;397;445
08140;Rubécourt-et-Lamécourt;175;202;232;262;282;404;465;505;566
08290;Rumigny;250;283;313;343;363;567;652;708;793
08110;Sachy;180;208;238;268;288;415;477;519;581
08110;Sailly;190;218;248;278;298;437;502;546;611
08350;Saint-Aignan;170;197;227;257;277;393;452;492;551
08310;Saint-Clément-à-Arnes;90;110;140;170;190;220;253;275;308
08360;Saint-Fergeux;115;137;167;197;217;274;315;343;384
08190;Saint-Germainmont;110;132;162;192;212;263;303;329;369
08220;Saint-Jean-aux-Bois;140;164;194;224;244;328;378;410;460
08250;Saint-Juvin;115;137;167;197;217;274;315;343;384
08130;Saint-Lambert-et-Mont-de-Jeux;110;132;162;192;212;263;303;329;369
08090;Saint-Laurent;160;186;216;246;266;372;427;465;520
08300;Saint-Loup-en-Champagne;100;121;151;181;201;242;278;302;338
08130;Saint-Loup-Terrier;145;170;200;230;250;339;390;424;475
08160;Saint-Marceau;145;170;200;230;250;339;390;424;475
08460;Saint-Marcel;150;175;205;235;255;350;403;438;490
08200;Saint-Menges;165;191;221;251;271;383;440;478;536
08400;Saint-Morel;100;121;151;181;201;242;278;302;338
08430;Saint-Pierre-sur-Vence;140;164;194;224;244;328;378;410;460
08310;Saint-Pierre-à-Arnes;95;115;145;175;195;231;265;289;323
08240;Saint-Pierremont;130;153;183;213;233;307;353;383;429
08220;Saint-Quentin-le-Petit;120;143;173;203;223;285;328;356;399
08300;Saint-Remy-le-Petit;95;115;145;175;195;231;265;289;323
08310;Saint-Étienne-à-Arnes;90;110;140;170;190;220;253;275;308
08400;Sainte-Marie;100;121;151;181;201;242;278;302;338
08130;Sainte-Vaubourg;105;126;156;186;206;253;290;316;354
08160;Sapogne-et-Feuchères;155;180;210;240;260;361;415;451;505
08370;Sapogne-sur-Marche;200;229;259;289;309;458;527;573;642
08130;Saulces-Champenoises;200;229;259;289;309;458;527;573;642
08270;Saulces-Monclin;124;147;177;207;227;294;338;367;411
08300;Sault-lès-Rethel;105;126;156;186;206;253;290;316;354
08190;Sault-Saint-Remy;95;115;145;175;195;231;265;289;323
08390;Sauville;155;180;210;240;260;361;415;451;505
08400;Savigny-sur-Aisne;100;121;151;181;201;242;278;302;338
08200;Sedan;165;191;221;251;271;383;440;478;536
08400;Semide;90;110;140;170;190;220;253;275;308
08130;Semuy;115;137;167;197;217;274;315;343;384
08250;Senuc;105;126;156;186;206;253;290;316;354
08220;Seraincourt;125;148;178;208;228;296;340;370;414
08270;Sery;115;137;167;197;217;274;315;343;384
08300;Seuil;115;137;167;197;217;274;315;343;384
08460;Signy-l'Abbaye;130;153;183;213;233;307;353;383;429
08380;Signy-le-Petit;160;186;216;246;266;372;427;465;520
08370;Signy-Montlibert;200;229;259;289;309;458;527;573;642
08430;Singly;140;164;194;224;244;328;378;410;460
08240;Sommauthe;130;153;183;213;233;307;353;383;429
08250;Sommerance;135;159;189;219;239;318;365;397;445
08300;Son;120;143;173;203;223;285;328;356;399
08300;Sorbon;110;132;162;192;212;263;303;329;369
08270;Sorcy-Bauthémont;125;148;178;208;228;296;340;370;414
08150;Sormonne;165;191;221;251;271;383;440;478;536
08390;Stonne;135;159;189;219;239;318;365;397;445
08400;Sugny;100;121;151;181;201;242;278;302;338
08090;Sury;160;186;216;246;266;372;427;465;520
08130;Suzanne;115;137;167;197;217;274;315;343;384
08390;Sy;130;153;183;213;233;307;353;383;429
08250;Séchault;95;115;145;175;195;231;265;289;323
08150;Sécheval;165;191;221;251;271;383;440;478;536
08230;Sévigny-la-Forêt;160;186;216;246;266;372;427;465;520
08220;Sévigny-Waleppe;125;148;178;208;228;296;340;370;414
08300;Tagnon;95;115;145;175;195;231;265;289;323
08230;Taillette;165;191;221;251;271;383;440;478;536
08240;Tailly;130;153;183;213;233;307;353;383;429
08360;Taizy;110;132;162;192;212;263;303;329;369
08390;Tannay;125;148;178;208;228;296;340;370;414
08380;Tarzy;160;186;216;246;266;372;427;465;520
08250;Termes;105;126;156;186;206;253;290;316;354
08400;Terron-sur-Aisne;110;132;162;192;212;263;303;329;369
08350;Thelonne;170;197;227;257;277;393;452;492;551
08800;Thilay;175;202;232;262;282;404;465;505;566
08460;Thin-le-Moutier;140;164;194;224;244;328;378;410;460
08090;This;150;175;205;235;255;350;403;438;490
08300;Thugny-Trugny;110;132;162;192;212;263;303;329;369
08240;Thénorgues;120;143;173;203;223;285;328;356;399
08400;Toges;110;132;162;192;212;263;303;329;369
08430;Touligny;140;164;194;224;244;328;378;410;460
08400;Tourcelles-Chaumont;100;121;151;181;201;242;278;302;338
08800;Tournavaux;175;202;232;262;282;404;465;505;566
08090;Tournes;160;186;216;246;266;372;427;465;520
08130;Tourteron;115;137;167;197;217;274;315;343;384
08110;Tremblois-lès-Carignan;195;224;254;284;304;448;515;559;627
08150;Tremblois-lès-Rocroi;155;180;210;240;260;361;415;451;505
08110;Tétaigne;185;213;243;273;293;426;490;532;596
08400;Vandy;110;132;162;192;212;263;303;329;369
08130;Vaux-Champagne;105;126;156;186;206;253;290;316;354
08240;Vaux-en-Dieulet;130;153;183;213;233;307;353;383;429
08250;Vaux-lès-Mouron;100;121;151;181;201;242;278;302;338
08210;Vaux-lès-Mouzon;185;213;243;273;293;426;490;532;596
08220;Vaux-lès-Rubigny;135;159;189;219;239;318;365;397;445
08270;Vaux-Montreuil;130;153;183;213;233;307;353;383;429
08150;Vaux-Villaine;145;170;200;230;250;339;390;424;475
08160;Vendresse;150;175;205;235;255;350;403;438;490
08240;Verpel;115;137;167;197;217;274;315;343;384
08390;Verrières;125;148;178;208;228;296;340;370;414
08270;Viel-Saint-Remy;130;153;183;213;233;307;353;383;429
08190;Vieux-lès-Asfeld;110;132;162;192;212;263;303;329;369
08440;Ville-sur-Lumes;155;180;210;240;260;361;415;451;505
08310;Ville-sur-Retourne;100;121;151;181;201;242;278;302;338
08140;Villers-Cernay;175;202;232;262;282;404;465;505;566
08190;Villers-devant-le-Thour;115;137;167;197;217;274;315;343;384
08210;Villers-devant-Mouzon;175;202;232;262;282;404;465;505;566
08430;Villers-le-Tilleul;145;170;200;230;250;339;390;424;475
08430;Villers-le-Tourneur;130;153;183;213;233;307;353;383;429
08000;Villers-Semeuse;150;175;205;235;255;350;403;438;490
08350;Villers-sur-Bar;170;197;227;257;277;393;452;492;551
08430;Villers-sur-le-Mont;140;164;194;224;244;328;378;410;460
08370;Villy;190;218;248;278;298;437;502;546;611
08320;Vireux-Molhain;190;218;248;278;298;437;502;546;611
08320;Vireux-Wallerand;195;224;254;284;304;448;515;559;627
08440;Vivier-au-Court;160;186;216;246;266;372;427;465;520
08400;Voncq;115;137;167;197;217;274;315;343;384
08400;Vouziers;105;126;156;186;206;253;290;316;354
08330;Vrigne-aux-Bois;160;186;216;246;266;372;427;465;520
08350;Vrigne-Meuse;160;186;216;246;266;372;427;465;520
08400;Vrizy;105;126;156;186;206;253;290;316;354
08200;Wadelincourt;165;191;221;251;271;383;440;478;536
08270;Wagnon;125;148;178;208;228;296;340;370;414
08000;Warcq;155;180;210;240;260;361;415;451;505
08090;Warnécourt;155;180;210;240;260;361;415;451;505
08270;Wasigny;125;148;178;208;228;296;340;370;414
08270;Wignicourt;135;159;189;219;239;318;365;397;445
08110;Williers;195;224;254;284;304;448;515;559;627
08210;Yoncq;145;170;200;230;250;339;390;424;475
08430;Yvernaumont;140;164;194;224;244;328;378;410;460
08300;Ecly;115;137;167;197;217;274;315;343;384
08130;Ecordal;125;148;178;208;228;296;340;370;414
08160;Elan;150;175;205;235;255;350;403;438;490
08260;Etalle;155;180;210;240;260;361;415;451;505
08260;Eteignières;160;186;216;246;266;372;427;465;520
08160;Etrépigny;150;175;205;235;255;350;403;438;490
08090;Evigny;150;175;205;235;255;350;403;438;490
10200;Ailleville;105;126;156;186;206;253;290;316;354
10160;Aix-en-Othe;95;115;145;175;195;231;265;289;323
10700;Allibaudières;30;46;76;106;126;92;105;115;128
10140;Amance;95;115;145;175;195;231;265;289;323
10700;Arcis-sur-Aube;30;46;76;106;126;92;105;115;128
10200;Arconville;130;153;183;213;233;307;353;383;429
10140;Argançon;100;121;151;181;201;242;278;302;338
10340;Arrelles;100;121;151;181;201;242;278;302;338
10330;Arrembécourt;60;78;108;138;158;155;178;194;217
10200;Arrentières;115;137;167;197;217;274;315;343;384
10200;Arsonval;105;126;156;186;206;253;290;316;354
10320;Assenay;85;105;135;165;185;209;241;261;293
10220;Assencières;60;78;108;138;158;155;178;194;217
10150;Aubeterre;55;72;102;132;152;144;166;180;202
10240;Aulnay;55;72;102;132;152;144;166;180;202
10130;Auxon;95;115;145;175;195;231;265;289;323
10400;Avant-lès-Marcilly;85;105;135;165;185;209;241;261;293
