cp;nom;distance;01-02;03-04;05-06;07-08;09-12;13-16;17-31;32-54
91620;Nozay;175;308;323;333;348;616;709;820;921
91340;Ollainville;175;308;323;333;348;616;709;820;921
91490;Oncy-sur-École;165;289;304;314;329;579;666;775;872
91540;Ormoy;155;271;286;296;311;541;622;730;824
91150;Ormoy-la-Rivière;190;336;351;361;376;673;773;887;994
91400;Orsay;175;308;323;333;348;616;709;820;921
91590;Orveau;175;308;323;333;348;616;709;820;921
91120;Palaiseau;170;299;314;324;339;598;687;797;897
91550;Paray-Vieille-Poste;155;271;286;296;311;541;622;730;824
91470;Pecqueuse;190;336;351;361;376;673;773;887;994
91410;Plessis-Saint-Benoist;200;355;370;380;395;710;817;932;1043
91720;Prunay-sur-Essonne;170;299;314;324;339;598;687;797;897
91150;Puiselet-le-Marais;180;318;333;343;358;635;730;842;946
91740;Pussay;205;364;379;389;404;729;838;955;1067
91480;Quincy-sous-Sénart;145;252;267;277;292;504;579;685;775
91410;Richarville;200;355;370;380;395;710;817;932;1043
91130;Ris-Orangis;155;271;286;296;311;541;622;730;824
91410;Roinville;190;336;351;361;376;673;773;887;994
91150;Roinvilliers;185;327;342;352;367;654;752;865;970
91690;Saclas;200;355;370;380;395;710;817;932;1043
91400;Saclay;175;308;323;333;348;616;709;820;921
91190;Saint-Aubin;175;308;323;333;348;616;709;820;921
91530;Saint-Chéron;185;327;342;352;367;654;752;865;970
91690;Saint-Cyr-la-Rivière;195;346;361;371;386;691;795;910;1019
91410;Saint-Cyr-sous-Dourdan;200;355;370;380;395;710;817;932;1043
91700;Sainte-Geneviève-des-Bois;165;289;304;314;329;579;666;775;872
91410;Saint-Escobille;205;364;379;389;404;729;838;955;1067
91180;Saint-Germain-lès-Arpajon;170;299;314;324;339;598;687;797;897
91250;Saint-Germain-lès-Corbeil;195;346;361;371;386;691;795;910;1019
91780;Saint-Hilaire;195;346;361;371;386;691;795;910;1019
91940;Saint-Jean-de-Beauregard;175;308;323;333;348;616;709;820;921
91530;Saint-Maurice-Montcouronne;185;327;342;352;367;654;752;865;970
91240;Saint-Michel-sur-Orge;165;289;304;314;329;579;666;775;872
91280;Saint-Pierre-du-Perray;145;252;267;277;292;504;579;685;775
91250;Saintry-sur-Seine;150;261;276;286;301;523;601;707;799
91910;Saint-Sulpice-de-Favières;180;318;333;343;358;635;730;842;946
91770;Saint-Vrain;170;299;314;324;339;598;687;797;897
91650;Saint-Yon;180;318;333;343;358;635;730;842;946
91160;Saulx-les-Chartreux;165;289;304;314;329;579;666;775;872
91600;Savigny-sur-Orge;160;280;295;305;320;560;644;752;848
91530;Sermaise;190;336;351;361;376;673;773;887;994
91840;Soisy-sur-École;155;271;286;296;311;541;622;730;824
91450;Soisy-sur-Seine;155;271;286;296;311;541;622;730;824
91580;Souzy-la-Briche;185;327;342;352;367;654;752;865;970
91250;Tigery;145;252;267;277;292;504;579;685;775
91730;Torfou;180;318;333;343;358;635;730;842;946
91720;Valpuiseaux;175;308;323;333;348;616;709;820;921
91480;Varennes-Jarcy;140;243;258;268;283;485;558;662;751
91640;Vaugrigneuse;190;336;351;361;376;673;773;887;994
91430;Vauhallan;170;299;314;324;339;598;687;797;897
91820;Vayres-sur-Essonne;170;299;314;324;339;598;687;797;897
91370;Verrières-le-Buisson;165;289;304;314;329;579;666;775;872
91810;Vert-le-Grand;165;289;304;314;329;579;666;775;872
91710;Vert-le-Petit;165;289;304;314;329;579;666;775;872
91890;Videlles;160;280;295;305;320;560;644;752;848
91270;Vigneux-sur-Seine;150;261;276;286;301;523;601;707;799
91100;Villabé;150;261;276;286;301;523;601;707;799
91140;Villebon-sur-Yvette;170;299;314;324;339;598;687;797;897
91580;Villeconin;185;327;342;352;367;654;752;865;970
91140;Villejust;170;299;314;324;339;598;687;797;897
91360;Villemoisson-sur-Orge;165;289;304;314;329;579;666;775;872
91580;Villeneuve-sur-Auvers;175;308;323;333;348;616;709;820;921
91190;Villiers-le-Bâcle;180;318;333;343;358;635;730;842;946
91700;Villiers-sur-Orge;170;299;314;324;339;598;687;797;897
91170;Viry-Châtillon;155;271;286;296;311;541;622;730;824
91320;Wissous;165;289;304;314;329;579;666;775;872
91330;Yerres;145;252;267;277;292;504;579;685;775
92160;Antony;165;289;304;314;329;579;666;775;872
92600;Asnières-sur-Seine;165;289;304;314;329;579;666;775;872
92220;Bagneux;160;280;295;305;320;560;644;752;848
92270;Bois-Colombes;170;299;314;324;339;598;687;797;897
92100;Boulogne-Billancourt;165;289;304;314;329;579;666;775;872
92340;Bourg-la-Reine;165;289;304;314;329;579;666;775;872
92370;Chaville;165;289;304;314;329;579;666;775;872
92290;Châtenay-Malabry;170;299;314;324;339;598;687;797;897
92320;Châtillon;160;280;295;305;320;560;644;752;848
92140;Clamart;165;289;304;314;329;579;666;775;872
92110;Clichy;165;289;304;314;329;579;666;775;872
92700;Colombes;170;299;314;324;339;598;687;797;897
92400;Courbevoie;170;299;314;324;339;598;687;797;897
92260;Fontenay-aux-Roses;160;280;295;305;320;560;644;752;848
92380;Garches;170;299;314;324;339;598;687;797;897
92230;Gennevilliers;165;289;304;314;329;579;666;775;872
92130;Issy-les-Moulineaux;160;280;295;305;320;560;644;752;848
92250;La Garenne-Colombes;170;299;314;324;339;598;687;797;897
92350;Le Plessis-Robinson;165;289;304;314;329;579;666;775;872
92300;Levallois-Perret;165;289;304;314;329;579;666;775;872
