cp;nom;distance;1-2;3-4;5-6;7-8;9-12;13-16;17-31;32-54
54330;Houdelmont;179;206;236;266;286;413;475;516;578
54180;Houdemont;175;202;232;262;282;404;465;505;566
54330;Houdreville;179;206;236;266;286;413;475;516;578
54930;Housséville;190;218;248;278;298;437;502;546;611
54110;Hudiviller;189;217;247;277;297;435;500;543;608
54590;Hussigny-Godbrange;200;229;259;289;309;458;527;573;642
54450;Igney;221;252;282;312;332;504;579;630;705
54200;Jaillon;159;185;215;245;265;370;425;462;517
54800;Jarny;171;198;228;258;278;396;455;494;554
54140;Jarville-la-Malgrange;179;206;236;266;286;413;475;516;578
54470;Jaulny;164;190;220;250;270;380;437;475;532
54114;Jeandelaincourt;193;222;252;282;302;443;510;554;620
54800;Jeandelize;159;185;215;245;265;370;425;462;517
54740;Jevoncourt;203;232;262;292;312;465;535;581;651
54700;Jezainville;177;204;234;264;284;409;470;511;572
54240;Jœuf;176;203;233;263;283;406;467;508;569
54300;Jolivet;206;236;266;296;316;471;542;589;660
54620;Joppécourt;185;213;243;273;293;426;490;532;596
54800;Jouaville;176;203;233;263;283;406;467;508;569
54490;Joudreville;170;197;227;257;277;393;452;492;551
54370;Juvrecourt;214;244;274;304;324;489;562;611;684
54800;Labry;169;196;226;256;276;391;450;489;548
54120;Lachapelle;223;254;284;314;334;508;584;635;711
54200;Lagney;143;167;197;227;247;335;385;419;469
54770;Laître-sous-Amance;181;209;239;269;289;417;480;521;584
54720;Laix;183;211;241;271;291;422;485;527;590
54115;Lalœuf;175;202;232;262;282;404;465;505;566
54300;Lamath;203;232;262;292;312;465;535;581;651
54360;Landécourt;207;237;267;297;317;474;545;592;663
54380;Landremont;177;204;234;264;284;409;470;511;572
54970;Landres;173;200;230;260;280;400;460;500;560
54280;Laneuvelotte;184;212;242;272;292;424;487;530;593
54370;Laneuveville-aux-Bois;216;247;277;307;327;493;567;616;690
54570;Laneuveville-derrière-Foug;139;163;193;223;243;326;375;408;457
54740;Laneuveville-devant-Bayon;193;222;252;282;302;443;510;554;620
54410;Laneuveville-devant-Nancy;182;210;240;270;290;419;482;524;587
54760;Lanfroicourt;188;216;246;276;296;432;497;540;605
54150;Lantéfontaine;173;200;230;260;280;400;460;500;560
54950;Laronxe;212;242;272;302;322;484;557;605;678
54520;Laxou;166;192;222;252;272;385;442;481;539
54690;Lay-Saint-Christophe;175;202;232;262;282;404;465;505;566
54570;Lay-Saint-Remy;134;158;188;218;238;315;363;394;441
54740;Lebeuville;196;225;255;285;305;450;517;562;630
54450;Leintrey;225;256;286;316;336;513;589;641;718
54740;Lemainville;187;215;245;275;295;430;495;538;602
54740;Leménil-Mitry;194;223;253;283;303;445;512;557;623
54110;Lenoncourt;188;216;246;276;296;432;497;540;605
54700;Lesménils;196;225;255;285;305;450;517;562;630
54610;Létricourt;194;223;253;283;303;445;512;557;623
54720;Lexy;191;219;249;279;299;439;505;549;614
54760;Leyr;186;214;244;274;294;428;492;535;599
54470;Limey-Remenauville;152;177;207;237;257;354;407;443;496
54470;Lironville;152;177;207;237;257;354;407;443;496
54460;Liverdun;166;192;222;252;272;385;442;481;539
54700;Loisy;162;188;218;248;268;376;432;470;526
54810;Longlaville;198;227;257;287;307;454;522;568;636
54260;Longuyon;172;199;229;259;279;398;457;497;557
54400;Longwy;194;223;253;283;303;445;512;557;623
54290;Lorey;204;234;264;294;314;467;537;584;654
54290;Loromontzey;207;237;267;297;317;474;545;592;663
54150;Lubey;170;197;227;257;277;393;452;492;551
54200;Lucey;142;166;196;226;246;333;383;416;466
54710;Ludres;174;201;231;261;281;402;462;503;563
54300;Lunéville;197;226;256;286;306;452;520;565;633
54210;Lupcourt;182;210;240;270;290;419;482;524;587
54129;Magnières;217;248;278;308;328;495;569;619;693
54700;Maidières;162;188;218;248;268;376;432;470;526
54610;Mailly-sur-Seille;207;237;267;297;317;474;545;592;663
54150;Mairy-Mainville;183;211;241;271;291;422;485;527;590
54370;Maixe;199;228;258;288;308;456;525;570;639
54550;Maizières;159;185;215;245;265;370;425;462;517
54560;Malavillers;178;205;235;265;285;411;472;513;575
54670;Malleloy;177;204;234;264;284;409;470;511;572
54220;Malzéville;178;205;235;265;285;411;472;513;575
54470;Mamey;158;184;214;244;264;367;422;459;514
54150;Mance;177;204;234;264;284;409;470;511;572
54790;Mancieulles;177;204;234;264;284;409;470;511;572
54470;Mandres-aux-Quatre-Tours;143;167;197;227;247;335;385;419;469
54290;Mangonville;196;225;255;285;305;450;517;562;630
54210;Manoncourt-en-Vermois;183;211;241;271;291;422;485;527;590
