CP;Commune;Distance;01-févr;03-avr;05-juin;07-août;09-déc;13-16 ;17-31 ;32-54
51130;Bergères-lès-Vertus;30;183;198;208;223;367;422;520;597
51210;Bergères-sous-Montmirail;65;50;65;75;90;100;115;200;250
51220;Berméricourt;95;122;137;147;162;243;280;372;436
51420;Berru;80;183;198;208;223;367;422;520;597
51800;Berzieux;100;153;168;178;193;305;351;446;517
51490;Bétheniville;75;194;209;219;234;388;446;545;624
51450;Bétheny;80;142;157;167;182;284;327;421;490
51260;Bethon;60;153;168;178;193;305;351;446;517
51330;Bettancourt-la-Longue;70;111;126;136;151;223;256;347;409
51430;Bezannes;75;132;147;157;172;264;303;397;463
51300;Bignicourt-sur-Marne;45;130;145;155;170;260;299;392;458
51340;Bignicourt-sur-Saulx;55;80;95;105;120;161;185;273;329
51400;Billy-le-Grand;55;101;116;126;141;202;232;322;382
51800;Binarville;110;101;116;126;141;202;232;322;382
51700;Binson-et-Orquigny;75;214;229;239;254;429;493;595;677
51150;Bisseuil;50;142;157;167;182;284;327;421;490
51300;Blacy;35;91;106;116;131;181;208;298;356
51300;Blaise-sous-Arzillières;45;60;75;85;100;119;137;223;275
51340;Blesme;55;80;95;105;120;161;185;273;329
51170;Bligny;85;101;116;126;141;202;232;322;382
51210;Boissy-le-Repos;65;163;178;188;203;326;374;471;543
51310;Bouchy-Saint-Genest;70;122;137;147;162;243;280;372;436
51390;Bouilly;85;132;147;157;172;264;303;397;463
51170;Bouleuse;90;163;178;188;203;326;374;471;543
51110;Boult-sur-Suippe;90;173;188;198;213;346;398;496;570
51110;Bourgogne;85;173;188;198;213;346;398;496;570
51480;Boursault;70;163;178;188;203;326;374;471;543
51140;Bouvancourt;95;132;147;157;172;264;303;397;463
51400;Bouy;50;183;198;208;223;367;422;520;597
51150;Bouzy;50;91;106;116;131;181;208;298;356
51290;Brandonvillers;50;91;106;116;131;181;208;298;356
51140;Branscourt;90;91;106;116;131;181;208;298;356
51800;Braux-Sainte-Cohière;95;173;188;198;213;346;398;496;570
51800;Braux-Saint-Remy;95;183;198;208;223;367;422;520;597
51320;Bréban;40;183;198;208;223;367;422;520;597
51140;Breuil;95;70;85;95;110;140;161;248;302
51210;Le Breuil;70;183;198;208;223;367;422;520;597
51240;Breuvery-sur-Coole;20;132;147;157;172;264;303;397;463
51220;Brimont;95;50;65;75;90;100;115;200;250
51170;Brouillet;95;183;198;208;223;367;422;520;597
51230;Broussy-le-Grand;40;183;198;208;223;367;422;520;597
51230;Broussy-le-Petit;40;70;85;95;110;140;161;248;302
51120;Broyes;45;70;85;95;110;140;161;248;302
51530;Brugny-Vaudancourt;55;80;95;105;120;161;185;273;329
51300;Brusson;50;101;116;126;141;202;232;322;382
51300;Le Buisson;55;91;106;116;131;181;208;298;356
51600;Bussy-le-Château;50;101;116;126;141;202;232;322;382
51330;Bussy-le-Repos;55;91;106;116;131;181;208;298;356
51320;Bussy-Lettrée;10;101;116;126;141;202;232;322;382
51270;La Caure;60;50;65;75;90;100;115;200;250
51110;Caurel;80;111;126;136;151;223;256;347;409
51220;Cauroy-lès-Hermonville;95;153;168;178;193;305;351;446;517
51260;La Celle-sous-Chantemerle;60;183;198;208;223;367;422;520;597
51800;Cernay-en-Dormois;110;111;126;136;151;223;256;347;409
51420;Cernay-lès-Reims;75;214;229;239;254;429;493;595;677
51240;Cernon;15;120;135;145;160;240;276;368;432
51130;Chaintrix-Bierges;25;50;65;75;90;100;115;200;250
51000;Châlons-en-Champagne;30;50;65;75;90;100;115;200;250
51140;Châlons-sur-Vesle;80;50;65;75;90;100;115;200;250
51130;Chaltrait;50;153;168;178;193;305;351;446;517
51170;Chambrecy;90;91;106;116;131;181;208;298;356
51500;Chamery;80;173;188;198;213;346;398;496;570
51270;Champaubert;55;153;168;178;193;305;351;446;517
51500;Champfleury;75;101;116;126;141;202;232;322;382
51310;Champguyon;65;120;135;145;160;240;276;368;432
51150;Champigneul-Champagne;45;122;137;147;162;243;280;372;436
51370;Champigny;80;70;85;95;110;140;161;248;302
51160;Champillon;65;140;155;165;180;280;322;416;484
51480;Champlat-et-Boujacourt;95;122;137;147;162;243;280;372;436
51700;Champvoisy;110;183;198;208;223;367;422;520;597
51300;Changy;50;214;229;239;254;429;493;595;677
51260;Chantemerle;60;91;106;116;131;181;208;298;356
51290;Chapelaine;15;111;126;136;151;223;256;347;409
51800;La Chapelle-Felcourt;60;50;65;75;90;100;115;200;250
51260;La Chapelle-Lasson;45;111;126;136;151;223;256;347;409
51270;La Chapelle-sous-Orbais;60;80;95;105;120;161;185;273;329
51120;Charleville;60;111;126;136;151;223;256;347;409
51330;Charmont;65;111;126;136;151;223;256;347;409
51330;Les Charmontois;80;122;137;147;162;243;280;372;436
51330;Le Châtelier;75;153;168;178;193;305;351;446;517
51300;Châtelraould-Saint-Louvent;40;142;157;167;182;284;327;421;490
51290;Châtillon-sur-Broué;60;70;85;95;110;140;161;248;302
51700;Châtillon-sur-Marne;75;111;126;136;151;223;256;347;409
51310;Châtillon-sur-Morin;60;142;157;167;182;284;327;421;490
51800;Châtrices;95;111;126;136;151;223;256;347;409
51800;Chaudefontaine;90;183;198;208;223;367;422;520;597
51170;Chaumuzy;85;173;188;198;213;346;398;496;570
51240;La Chaussée-sur-Marne;35;163;178;188;203;326;374;471;543
51530;Chavot-Courcourt;60;60;75;85;100;119;137;223;275
51800;Le Chemin;100;111;126;136;151;223;256;347;409
51250;Cheminon;65;194;209;219;234;388;446;545;624
51140;Chenay;85;122;137;147;162;243;280;372;436
51510;Cheniers;20;163;178;188;203;326;374;471;543
51600;La Cheppe;60;50;65;75;90;100;115;200;250
51240;Cheppes-la-Prairie;30;111;126;136;151;223;256;347;409
51240;Chepy;30;50;65;75;90;100;115;200;250
51150;Cherville;45;50;65;75;90;100;115;200;250
51120;Chichey;45;80;95;105;120;161;185;273;329
51500;Chigny-les-Roses;65;80;95;105;120;161;185;273;329
51530;Chouilly;55;122;137;147;162;243;280;372;436
51130;Clamanges;25;101;116;126;141;202;232;322;382
51260;Clesles;55;50;65;75;90;100;115;200;250
51300;Cloyes-sur-Marne;50;101;116;126;141;202;232;322;382
51270;Coizard-Joches;40;91;106;116;131;181;208;298;356
51510;Compertrix;25;70;85;95;110;140;161;248;302
51150;Condé-sur-Marne;45;50;65;75;90;100;115;200;250
51260;Conflans-sur-Seine;65;80;95;105;120;161;185;273;329
51270;Congy;45;122;137;147;162;243;280;372;436
51230;Connantray-Vaurefroy;20;80;95;105;120;161;185;273;329
51230;Connantre;30;50;65;75;90;100;115;200;250
51330;Contault;65;50;65;75;90;100;115;200;250
51320;Coole;25;122;137;147;162;243;280;372;436
51510;Coolus;25;50;65;75;90;100;115;200;250
51320;Corbeil;40;50;65;75;90;100;115;200;250
51210;Corfélix;60;70;85;95;110;140;161;248;302
51220;Cormicy;95;111;126;136;151;223;256;347;409
51350;Cormontreuil;75;183;198;208;223;367;422;520;597
51480;Cormoyeux;90;130;145;155;170;260;299;392;458
51270;Corribert;60;173;188;198;213;346;398;496;570
51210;Corrobert;70;111;126;136;151;223;256;347;409
51230;Corroy;35;132;147;157;172;264;303;397;463
51390;Coulommes-la-Montagne;80;60;75;85;100;119;137;223;275
51240;Coupetz;20;153;168;178;193;305;351;446;517
51240;Coupéville;45;50;65;75;90;100;115;200;250
51140;Courcelles-Sapicourt;85;80;95;105;120;161;185;273;329
51260;Courcemain;40;163;178;188;203;326;374;471;543
51220;Courcy;90;70;85;95;110;140;161;248;302
51300;Courdemanges;40;173;188;198;213;346;398;496;570
51310;Courgivaux;65;70;85;95;110;140;161;248;302
51270;Courjeonnet;40;122;137;147;162;243;280;372;436
51170;Courlandon;95;70;85;95;110;140;161;248;302
51390;Courmas;85;183;198;208;223;367;422;520;597
51480;Courtagnon;85;163;178;188;203;326;374;471;543
51800;Courtémont;65;163;178;188;203;326;374;471;543
51700;Courthiézy;75;122;137;147;162;243;280;372;436
51460;Courtisols;40;142;157;167;182;284;327;421;490
51170;Courville;100;70;85;95;110;140;161;248;302
51300;Couvrot;40;194;209;219;234;388;446;545;624
51530;Cramant;40;70;85;95;110;140;161;248;302
51600;La Croix-en-Champagne;55;70;85;95;110;140;161;248;302
51170;Crugny;100;101;116;126;141;202;232;322;382
51480;Cuchery;95;194;209;219;234;388;446;545;624
51530;Cuis;40;183;198;208;223;367;422;520;597
51700;Cuisles;105;70;85;95;110;140;161;248;302
51480;Cumières;65;204;219;229;244;408;469;570;651
51400;Cuperly;60;122;137;147;162;243;280;372;436
51480;Damery;65;111;126;136;151;223;256;347;409
51400;Dampierre-au-Temple;40;122;137;147;162;243;280;372;436
51330;Dampierre-le-Château;60;70;85;95;110;140;161;248;302
51240;Dampierre-sur-Moivre;35;111;126;136;151;223;256;347;409
51530;Dizy;60;60;75;85;100;119;137;223;275
51800;Dommartin-Dampierre;65;111;126;136;151;223;256;347;409
51320;Dommartin-Lettrée;15;122;137;147;162;243;280;372;436
51800;Dommartin-sous-Hans;65;50;65;75;90;100;115;200;250
51330;Dommartin-Varimont;60;122;137;147;162;243;280;372;436
51300;Dompremy;55;111;126;136;151;223;256;347;409
51490;Dontrien;70;101;116;126;141;202;232;322;382
51700;Dormans;75;132;147;157;172;264;303;397;463
51290;Drosnay;55;142;157;167;182;284;327;421;490
51300;Drouilly;40;101;116;126;141;202;232;322;382
51800;Éclaires;105;70;85;95;110;140;161;248;302
51290;Écollemont;60;204;219;229;244;408;469;570;651
51300;Écriennes;50;111;126;136;151;223;256;347;409
51500;Écueil;75;91;106;116;131;181;208;298;356
51230;Écury-le-Repos;25;142;157;167;182;284;327;421;490
51240;Écury-sur-Coole;20;50;65;75;90;100;115;200;250
51800;Élise-Daucourt;90;50;65;75;90;100;115;200;250
51330;Épense;65;173;188;198;213;346;398;496;570
51200;Épernay;60;122;137;147;162;243;280;372;436
51460;L'Épine;35;111;126;136;151;223;256;347;409
51490;Époye;85;60;75;85;100;119;137;223;275
51310;Escardes;65;163;178;188;203;326;374;471;543
51260;Esclavolles-Lurey;65;122;137;147;162;243;280;372;436
51120;Les Essarts-lès-Sézanne;55;122;137;147;162;243;280;372;436
51310;Les Essarts-le-Vicomte;65;101;116;126;141;202;232;322;382
51310;Esternay;60;122;137;147;162;243;280;372;436
51270;Étoges;50;111;126;136;151;223;256;347;409
51130;Étréchy;35;91;106;116;131;181;208;298;356
51340;Étrepy;55;60;75;85;100;119;137;223;275
51230;Euvy;25;101;116;126;141;202;232;322;382
51510;Fagnières;30;50;65;75;90;100;115;200;250
51230;Faux-Fresnay;40;50;65;75;90;100;115;200;250
51320;Faux-Vésigneul;25;70;85;95;110;140;161;248;302
51170;Faverolles-et-Coëmy;90;50;65;75;90;100;115;200;250
51300;Favresse;55;173;188;198;213;346;398;496;570
51270;Fèrebrianges;50;101;116;126;141;202;232;322;382
51230;Fère-Champenoise;25;91;106;116;131;181;208;298;356
51700;Festigny;75;50;65;75;90;100;115;200;250
51170;Fismes;100;142;157;167;182;284;327;421;490
51190;Flavigny;45;194;209;219;234;388;446;545;624
51480;Fleury-la-Rivière;90;80;95;105;120;161;185;273;329
51800;Florent-en-Argonne;95;173;188;198;213;346;398;496;570
51120;Fontaine-Denis-Nuisy;55;183;198;208;223;367;422;520;597
51800;Fontaine-en-Dormois;95;101;116;126;141;202;232;322;382
51160;Fontaine-sur-Ay;60;183;198;208;223;367;422;520;597
51120;La Forestière;60;111;126;136;151;223;256;347;409
51240;Francheville;35;111;126;136;151;223;256;347;409
51240;Le Fresne;45;60;75;85;100;119;137;223;275
51110;Fresne-lès-Reims;80;80;95;105;120;161;185;273;329
51300;Frignicourt;45;153;168;178;193;305;351;446;517
51210;Fromentières;60;80;95;105;120;161;185;273;329
51210;Le Gault-Soigny;60;111;126;136;151;223;256;347;409
51120;Gaye;45;111;126;136;151;223;256;347;409
51160;Germaine;65;80;95;105;120;161;185;273;329
51390;Germigny;85;122;137;147;162;243;280;372;436
51130;Germinon;20;163;178;188;203;326;374;471;543
51290;Giffaumont-Champaubert;70;50;65;75;90;100;115;200;250
51290;Gigny-Bussy;55;132;147;157;172;264;303;397;463
51130;Gionges;40;101;116;126;141;202;232;322;382
51330;Givry-en-Argonne;70;70;85;95;110;140;161;248;302
51130;Givry-lès-Loisy;45;132;147;157;172;264;303;397;463
51800;Gizaucourt;60;80;95;105;120;161;185;273;329
51300;Glannes;40;111;126;136;151;223;256;347;409
51230;Gourgançon;25;70;85;95;110;140;161;248;302
51400;Les Grandes-Loges;50;50;65;75;90;100;115;200;250
51260;Granges-sur-Aube;50;91;106;116;131;181;208;298;356
51800;Gratreuil;95;91;106;116;131;181;208;298;356
51190;Grauves;40;183;198;208;223;367;422;520;597
51390;Gueux;80;70;85;95;110;140;161;248;302
51800;Hans;65;153;168;178;193;305;351;446;517
51300;Haussignémont;55;122;137;147;162;243;280;372;436
51320;Haussimont;10;101;116;126;141;202;232;322;382
51290;Hauteville;10;50;65;75;90;100;115;200;250
51160;Hautvillers;65;50;65;75;90;100;115;200;250
51300;Heiltz-le-Hutier;55;122;137;147;162;243;280;372;436
51340;Heiltz-le-Maurupt;60;101;116;126;141;202;232;322;382
51340;Heiltz-l'Évêque;55;111;126;136;151;223;256;347;409
51220;Hermonville;95;101;116;126;141;202;232;322;382
51460;Herpont;55;183;198;208;223;367;422;520;597
51110;Heutrégiville;90;101;116;126;141;202;232;322;382
51140;Hourges;95;173;188;198;213;346;398;496;570
51300;Huiron;40;183;198;208;223;367;422;520;597
51320;Humbauville;30;70;85;95;110;140;161;248;302
51700;Igny-Comblizy;70;50;65;75;90;100;115;200;250
51110;Isles-sur-Suippe;85;132;147;157;172;264;303;397;463
51290;Isle-sur-Marne;55;163;178;188;203;326;374;471;543
51150;Isse;50;101;116;126;141;202;232;322;382
51190;Les Istres-et-Bury;45;91;106;116;131;181;208;298;356
51150;Jâlons;40;80;95;105;120;161;185;273;329
51210;Janvilliers;65;70;85;95;110;140;161;248;302
51390;Janvry;85;122;137;147;162;243;280;372;436
51310;Joiselle;70;163;178;188;203;326;374;471;543
51600;Jonchery-sur-Suippe;70;132;147;157;172;264;303;397;463
51140;Jonchery-sur-Vesle;90;132;147;157;172;264;303;397;463
51700;Jonquery;110;173;188;198;213;346;398;496;570
51390;Jouy-lès-Reims;80;214;229;239;254;429;493;595;677
51340;Jussecourt-Minecourt;60;153;168;178;193;305;351;446;517
51150;Juvigny;40;111;126;136;151;223;256;347;409
51120;Lachy;50;70;85;95;110;140;161;248;302
51170;Lagery;110;91;106;116;131;181;208;298;356
51290;Landricourt;65;214;229;239;254;429;493;595;677
51290;Larzicourt;55;122;137;147;162;243;280;372;436
51600;Laval-sur-Tourbe;60;101;116;126;141;202;232;322;382
51110;Lavannes;80;111;126;136;151;223;256;347;409
51230;Lenharrée;20;153;168;178;193;305;351;446;517
51700;Leuvrigny;70;50;65;75;90;100;115;200;250
51170;Lhéry;110;132;147;157;172;264;303;397;463
51290;Lignon;50;214;229;239;254;429;493;595;677
51230;Linthelles;40;91;106;116;131;181;208;298;356
51230;Linthes;35;70;85;95;110;140;161;248;302
51300;Lisse-en-Champagne;45;60;75;85;100;119;137;223;275
51400;Livry-Louvercy;55;80;95;105;120;161;185;273;329
51130;Loisy-en-Brie;45;101;116;126;141;202;232;322;382
51300;Loisy-sur-Marne;35;80;95;105;120;161;185;273;329
51220;Loivre;90;60;75;85;100;119;137;223;275
51150;Louvois;55;173;188;198;213;346;398;496;570
51500;Ludes;75;101;116;126;141;202;232;322;382
51300;Luxémont-et-Villotte;45;142;157;167;182;284;327;421;490
51800;Maffrécourt;95;80;95;105;120;161;185;273;329
51530;Magenta;60;183;198;208;223;367;422;520;597
51170;Magneux;90;111;126;136;151;223;256;347;409
51500;Mailly-Champagne;70;173;188;198;213;346;398;496;570
51240;Mairy-sur-Marne;25;132;147;157;172;264;303;397;463
51300;Maisons-en-Champagne;30;50;65;75;90;100;115;200;250
51800;Malmy;100;50;65;75;90;100;115;200;250
51530;Mancy;45;194;209;219;234;388;446;545;624
51260;Marcilly-sur-Seine;60;80;95;105;120;161;185;273;329
51530;Mardeuil;60;111;126;136;151;223;256;347;409
51270;Mareuil-en-Brie;65;111;126;136;151;223;256;347;409
51700;Mareuil-le-Port;75;122;137;147;162;243;280;372;436
51160;Mareuil-sur-Ay;55;142;157;167;182;284;327;421;490
51170;Marfaux;85;101;116;126;141;202;232;322;382
51290;Margerie-Hancourt;50;163;178;188;203;326;374;471;543
51210;Margny;70;91;106;116;131;181;208;298;356
51230;Marigny;40;132;147;157;172;264;303;397;463
51300;Marolles;45;70;85;95;110;140;161;248;302
51260;Marsangis;50;80;95;105;120;161;185;273;329
51240;Marson;35;91;106;116;131;181;208;298;356
51800;Massiges;70;60;75;85;100;119;137;223;275
51300;Matignicourt-Goncourt;50;132;147;157;172;264;303;397;463
51510;Matougues;35;91;106;116;131;181;208;298;356
51340;Maurupt-le-Montois;60;60;75;85;100;119;137;223;275
51210;Mécringes;70;111;126;136;151;223;256;347;409
51120;Le Meix-Saint-Epoing;55;132;147;157;172;264;303;397;463
51320;Le Meix-Tiercelin;30;101;116;126;141;202;232;322;382
51220;Merfy;80;50;65;75;90;100;115;200;250
51300;Merlaut;45;153;168;178;193;305;351;446;517
51390;Méry-Prémecy;85;80;95;105;120;161;185;273;329
51370;Les Mesneux;80;163;178;188;203;326;374;471;543
51190;Le Mesnil-sur-Oger;35;153;168;178;193;305;351;446;517
51800;Minaucourt-le-Mesnil-lès-Hurlus;65;60;75;85;100;119;137;223;275
51120;Mœurs-Verdey;50;122;137;147;162;243;280;372;436
51800;Moiremont;95;91;106;116;131;181;208;298;356
51240;Moivre;45;183;198;208;223;367;422;520;597
51290;Moncetz-l'Abbaye;50;80;95;105;120;161;185;273;329
51470;Moncetz-Longevas;35;91;106;116;131;181;208;298;356
51120;Mondement-Montgivroux;45;60;75;85;100;119;137;223;275
51500;Montbré;75;80;95;105;120;161;185;273;329
51320;Montépreux;15;142;157;167;182;284;327;421;490
51260;Montgenost;65;50;65;75;90;100;115;200;250
51530;Monthelon;45;122;137;147;162;243;280;372;436
51140;Montigny-sur-Vesle;95;80;95;105;120;161;185;273;329
51210;Montmirail;70;183;198;208;223;367;422;520;597
51270;Montmort-Lucy;55;132;147;157;172;264;303;397;463
51170;Mont-sur-Courville;100;101;116;126;141;202;232;322;382
51530;Morangis;45;194;209;219;234;388;446;545;624
51210;Morsains;70;80;95;105;120;161;185;273;329
51530;Moslins;75;132;147;157;172;264;303;397;463
51400;Mourmelon-le-Grand;55;142;157;167;182;284;327;421;490
51400;Mourmelon-le-Petit;55;101;116;126;141;202;232;322;382
51530;Moussy;60;101;116;126;141;202;232;322;382
51140;Muizon;80;111;126;136;151;223;256;347;409
51160;Mutigny;60;153;168;178;193;305;351;446;517
51480;Nanteuil-la-Forêt;85;111;126;136;151;223;256;347;409
51120;Nesle-la-Reposte;70;163;178;188;203;326;374;471;543
51700;Nesle-le-Repons;75;132;147;157;172;264;303;397;463
51800;La Neuville-au-Pont;95;142;157;167;182;284;327;421;490
51330;La Neuville-aux-Bois;70;183;198;208;223;367;422;520;597
51480;La Neuville-aux-Larris;90;132;147;157;172;264;303;397;463
51310;Neuvy;65;173;188;198;213;346;398;496;570
51420;Nogent-l'Abbesse;75;122;137;147;162;243;280;372;436
51330;Noirlieu;65;142;157;167;182;284;327;421;490
51300;Norrois;50;122;137;147;162;243;280;372;436
51310;La Noue;55;91;106;116;131;181;208;298;356
51240;Nuisement-sur-Coole;20;101;116;126;141;202;232;322;382
51480;Œuilly;70;50;65;75;90;100;115;200;250
51190;Oger;35;132;147;157;172;264;303;397;463
51230;Ognes;35;60;75;85;100;119;137;223;275
51530;Oiry;50;60;75;85;100;119;137;223;275
51700;Olizy;105;91;106;116;131;181;208;298;356
51240;Omey;30;204;219;229;244;408;469;570;651
51270;Orbais-l'Abbaye;65;50;65;75;90;100;115;200;250
51300;Orconte;55;122;137;147;162;243;280;372;436
51370;Ormes;80;101;116;126;141;202;232;322;382
51290;Outines;55;153;168;178;193;305;351;446;517
51300;Outrepont;50;101;116;126;141;202;232;322;382
51120;Oyes;45;91;106;116;131;181;208;298;356
51390;Pargny-lès-Reims;80;80;95;105;120;161;185;273;329
51340;Pargny-sur-Saulx;60;153;168;178;193;305;351;446;517
51800;Passavant-en-Argonne;100;111;126;136;151;223;256;347;409
51700;Passy-Grigny;105;194;209;219;234;388;446;545;624
51120;Péas;45;204;219;229;244;408;469;570;651
51400;Les Petites-Loges;60;80;95;105;120;161;185;273;329
51140;Pévy;90;111;126;136;151;223;256;347;409
51130;Pierre-Morains;35;173;188;198;213;346;398;496;570
51530;Pierry;60;60;75;85;100;119;137;223;275
51230;Pleurs;40;111;126;136;151;223;256;347;409
51300;Plichancourt;45;70;85;95;110;140;161;248;302
51150;Plivot;50;80;95;105;120;161;185;273;329
51130;Pocancy;30;91;106;116;131;181;208;298;356
51240;Pogny;30;50;65;75;90;100;115;200;250
51170;Poilly;90;50;65;75;90;100;115;200;250
51460;Poix;50;173;188;198;213;346;398;496;570
51110;Pomacle;80;91;106;116;131;181;208;298;356
51490;Pontfaverger-Moronvilliers;80;153;168;178;193;305;351;446;517
51300;Ponthion;50;153;168;178;193;305;351;446;517
51330;Possesse;70;91;106;116;131;181;208;298;356
51260;Potangis;70;132;147;157;172;264;303;397;463
51220;Pouillon;90;132;147;157;172;264;303;397;463
51480;Pourcy;85;173;188;198;213;346;398;496;570
51300;Pringy;40;163;178;188;203;326;374;471;543
51400;Prosnes;65;70;85;95;110;140;161;248;302
51140;Prouilly;90;122;137;147;162;243;280;372;436
51360;Prunay;70;173;188;198;213;346;398;496;570
51500;Puisieulx;70;120;135;145;160;240;276;368;432
51120;Queudes;50;120;135;145;160;240;276;368;432
51330;Rapsécourt;65;91;106;116;131;181;208;298;356
51520;Recy;35;122;137;147;162;243;280;372;436
51100;Reims;75;58;73;83;98;115;132;218;270
51300;Reims-la-Brûlée;45;120;135;145;160;240;276;368;432
51330;Remicourt;70;80;95;105;120;161;185;273;329
51480;Reuil;70;132;147;157;172;264;303;397;463
51120;Reuves;45;132;147;157;172;264;303;397;463
51310;Réveillon;70;80;95;105;120;161;185;273;329
51210;Rieux;75;132;147;157;172;264;303;397;463
51500;Rilly-la-Montagne;75;142;157;167;182;284;327;421;490
51300;Les Rivières-Henruel;45;142;157;167;182;284;327;421;490
51140;Romain;95;80;95;105;120;161;185;273;329
51480;Romery;90;183;198;208;223;367;422;520;597
51170;Romigny;105;173;188;198;213;346;398;496;570
51390;Rosnay;85;204;219;229;244;408;469;570;651
51130;Rouffy;30;163;178;188;203;326;374;471;543
51800;Rouvroy-Ripont;95;50;65;75;90;100;115;200;250
51500;Sacy;80;183;198;208;223;367;422;520;597
51300;Saint-Amand-sur-Fion;45;153;168;178;193;305;351;446;517
51310;Saint-Bon;70;80;95;105;120;161;185;273;329
51370;Saint-Brice-Courcelles;80;132;147;157;172;264;303;397;463
51290;Saint-Chéron;50;140;155;165;180;280;322;416;484
51700;Sainte-Gemme;105;91;106;116;131;181;208;298;356
51600;Sainte-Marie-à-Py;80;204;219;229;244;408;469;570;651
51290;Sainte-Marie-du-Lac-Nuisement;65;153;168;178;193;305;351;446;517
51800;Sainte-Menehould;90;122;137;147;162;243;280;372;436
51460;Saint-Étienne-au-Temple;35;173;188;198;213;346;398;496;570
51110;Saint-Étienne-sur-Suippe;90;60;75;85;100;119;137;223;275
51390;Saint-Euphraise-et-Clairizet;85;173;188;198;213;346;398;496;570
51240;Saint-Germain-la-Ville;25;163;178;188;203;326;374;471;543
51510;Saint-Gibrien;35;50;65;75;90;100;115;200;250
51170;Saint-Gilles;100;50;65;75;90;100;115;200;250
51400;Saint-Hilaire-au-Temple;50;194;209;219;234;388;446;545;624
51600;Saint-Hilaire-le-Grand;65;91;106;116;131;181;208;298;356
51490;Saint-Hilaire-le-Petit;75;122;137;147;162;243;280;372;436
51160;Saint-Imoges;85;142;157;167;182;284;327;421;490
51330;Saint-Jean-devant-Possesse;65;163;178;188;203;326;374;471;543
51240;Saint-Jean-sur-Moivre;40;122;137;147;162;243;280;372;436
51600;Saint-Jean-sur-Tourbe;60;70;85;95;110;140;161;248;302
51260;Saint-Just-Sauvage;55;111;126;136;151;223;256;347;409
51500;Saint-Léonard;70;101;116;126;141;202;232;322;382
51120;Saint-Loup;40;120;135;145;160;240;276;368;432
51300;Saint-Lumier-en-Champagne;45;70;85;95;110;140;161;248;302
51340;Saint-Lumier-la-Populeuse;55;80;95;105;120;161;185;273;329
51130;Saint-Mard-lès-Rouffy;35;101;116;126;141;202;232;322;382
51800;Saint-Mard-sur-Auve;55;60;75;85;100;119;137;223;275
51330;Saint-Mard-sur-le-Mont;65;101;116;126;141;202;232;322;382
51240;Saint-Martin-aux-Champs;30;122;137;147;162;243;280;372;436
51530;Saint-Martin-d'Ablois;60;50;65;75;90;100;115;200;250
51490;Saint-Martin-l'Heureux;70;111;126;136;151;223;256;347;409
51520;Saint-Martin-sur-le-Pré;30;132;147;157;172;264;303;397;463
51490;Saint-Masmes;90;50;65;75;90;100;115;200;250
51470;Saint-Memmie;30;173;188;198;213;346;398;496;570
51460;Saint-Memmie Courtisols;35;50;65;75;90;100;115;200;250
51320;Saint-Ouen-Domprot;35;60;75;85;100;119;137;223;275
51510;Saint-Pierre;30;60;75;85;100;119;137;223;275
51300;Saint-Quentin-les-Marais;45;50;65;75;90;100;115;200;250
51120;Saint-Quentin-le-Verger;55;80;95;105;120;161;185;273;329
51240;Saint-Quentin-sur-Coole;20;101;116;126;141;202;232;322;382
51290;Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson;55;50;65;75;90;100;115;200;250
51120;Saint-Remy-sous-Broyes;45;101;116;126;141;202;232;322;382
51600;Saint-Remy-sur-Bussy;50;80;95;105;120;161;185;273;329
51260;Saint-Saturnin;50;91;106;116;131;181;208;298;356
51600;Saint-Souplet-sur-Py;70;91;106;116;131;181;208;298;356
51220;Saint-Thierry;85;132;147;157;172;264;303;397;463
51800;Saint-Thomas-en-Argonne;100;163;178;188;203;326;374;471;543
51290;Saint-Utin;50;194;209;219;234;388;446;545;624
51340;Saint-Vrain;60;91;106;116;131;181;208;298;356
51170;Sarcy;90;111;126;136;151;223;256;347;409
51260;Saron-sur-Aube;60;173;188;198;213;346;398;496;570
51520;Sarry;30;111;126;136;151;223;256;347;409
51120;Saudoy;50;50;65;75;90;100;115;200;250
51170;Savigny-sur-Ardres;95;91;106;116;131;181;208;298;356
51340;Scrupt;60;183;198;208;223;367;422;520;597
51490;Selles;90;111;126;136;151;223;256;347;409
51400;Sept-Saulx;60;173;188;198;213;346;398;496;570
51250;Sermaize-les-Bains;65;111;126;136;151;223;256;347;409
51500;Sermiers;80;122;137;147;162;243;280;372;436
51800;Servon-Melzicourt;110;153;168;178;193;305;351;446;517
51170;Serzy-et-Prin;100;214;229;239;254;429;493;595;677
51120;Sézanne;50;194;209;219;234;388;446;545;624
51500;Sillery;70;91;106;116;131;181;208;298;356
51800;Sivry-Ante;95;132;147;157;172;264;303;397;463
51520;Sogny-aux-Moulins;30;183;198;208;223;367;422;520;597
51340;Sogny-en-l'Angle;60;50;65;75;90;100;115;200;250
51120;Soizy-aux-Bois;55;111;126;136;151;223;256;347;409
51800;Somme-Bionne;60;101;116;126;141;202;232;322;382
51600;Sommepy-Tahure;80;111;126;136;151;223;256;347;409
51320;Sommesous;10;153;168;178;193;305;351;446;517
51600;Somme-Suippe;70;50;65;75;90;100;115;200;250
51600;Somme-Tourbe;55;132;147;157;172;264;303;397;463
51460;Somme-Vesle;45;101;116;126;141;202;232;322;382
51330;Somme-Yèvre;60;80;95;105;120;161;185;273;329
