cp;nom;distance;P01-02;P03-04;P05-P06;P07-08;P09-12;P13-16;P17-31;P32-54
77140;Saint-Pierre-lès-Nemours;155;271;286;301;321;541;595;700;757
77320;Saint-Rémy-la-Vanne;85;139;154;169;189;279;307;385;428
77120;Saints;100;168;183;198;218;335;369;452;499
77480;Saint-Sauveur-lès-Bray;105;177;192;207;227;354;389;475;522
77930;Saint-Sauveur-sur-École;150;261;276;291;311;523;575;677;733
77169;Saint-Siméon;90;149;164;179;199;298;327;407;452
77165;Saint-Soupplets;140;243;258;273;293;485;534;632;686
77400;Saint-Thibault-des-Vignes;135;233;248;263;283;466;513;610;663
77148;Salins;115;196;211;226;246;391;430;520;569
77260;Sammeron;105;177;192;207;227;354;389;475;522
77920;Samois-sur-Seine;145;252;267;282;302;504;554;655;710
77210;Samoreau;140;243;258;273;293;485;534;632;686
77580;Sancy-les-Meaux;110;186;201;216;236;373;410;497;546
77320;Sancy-lès-Provins;75;121;136;151;171;241;265;340;382
77176;Savigny-le-Temple;140;243;258;273;293;485;534;632;686
77650;Savins;100;168;183;198;218;335;369;452;499
77240;Seine-Port;145;252;267;282;302;504;554;655;710
