CP;Commune;Distance;1-2 ;3-4 ;5-6 ;7-8 ;9-12 ;13-16 ;17-31 ;32-54
54115;Favières;122;144,6666667;174,6666667;204,6666667;224,6666667;289,3333333;332,7333333;361,6666667;405,0666667
54115;Fécocourt;178;205,3333333;235,3333333;265,3333333;285,3333333;410,6666667;472,2666667;513,3333333;574,9333333
54540;Fenneviller;231;262,75;292,75;322,75;342,75;525,5;604,325;656,875;735,7
54210;Ferrières;188;216,1666667;246,1666667;276,1666667;296,1666667;432,3333333;497,1833333;540,4166667;605,2666667
54470;Fey-en-Haye;159;184,75;214,75;244,75;264,75;369,5;424,925;461,875;517,3
54560;Fillières;184;211,8333333;241,8333333;271,8333333;291,8333333;423,6666667;487,2166667;529,5833333;593,1333333
54110;Flainval;191;219,4166667;249,4166667;279,4166667;299,4166667;438,8333333;504,6583333;548,5416667;614,3666667
54630;Flavigny-sur-Moselle;179;206,4166667;236,4166667;266,4166667;286,4166667;412,8333333;474,7583333;516,0416667;577,9666667
54710;Fléville-devant-Nancy;176;203,1666667;233,1666667;263,1666667;283,1666667;406,3333333;467,2833333;507,9166667;568,8666667
54150;Fléville-Lixières;167;193,4166667;223,4166667;253,4166667;273,4166667;386,8333333;444,8583333;483,5416667;541,5666667
54122;Flin;220;250,8333333;280,8333333;310,8333333;330,8333333;501,6666667;576,9166667;627,0833333;702,3333333
54470;Flirey;147;171,75;201,75;231,75;251,75;343,5;395,025;429,375;480,9
54122;Fontenoy-la-Joûte;222;253;283;313;333;506;581,9;632,5;708,4
54840;Fontenoy-sur-Moselle;155;180,4166667;210,4166667;240,4166667;260,4166667;360,8333333;414,9583333;451,0416667;505,1666667
54330;Forcelles-Saint-Gorgon;180;207,5;237,5;267,5;287,5;415;477,25;518,75;581
54930;Forcelles-sous-Gugney;190;218,3333333;248,3333333;278,3333333;298,3333333;436,6666667;502,1666667;545,8333333;611,3333333
54570;Foug;134;157,6666667;187,6666667;217,6666667;237,6666667;315,3333333;362,6333333;394,1666667;441,4666667
54300;Fraimbois;206;235,6666667;265,6666667;295,6666667;315,6666667;471,3333333;542,0333333;589,1666667;659,8666667
