cp;nom;distance;01-02;03-04;05-06;07-08;09-12;13-16;17-31;32-54
21410;Fleurey sur ouche;257;518;533;543;558;1035;1190;1322;1466
21230;Foissy;244;491;506;516;531;982;1129;1258;1396
21260;Foncegrive;215;431;446;456;471;862;991;1114;1240
21450;Fontaines en duesmois;162;322;337;347;362;643;740;852;956
21610;Fontaine francaise;221;443;458;468;483;887;1020;1144;1273
21121;Fontaines les dijon;230;462;477;487;502;924;1062;1189;1321
21330;Fontaines les seches;143;282;297;307;322;565;650;758;854
21390;Fontangy;206;412;427;437;452;825;948;1070;1192
21610;Fontenelle;223;447;462;472;487;895;1029;1154;1283
21460;Forleans;190;379;394;404;419;759;873;991;1106
21580;Fraignot et vesvrotte;183;365;380;390;405;730;839;956;1069
21440;Francheville;156;309;324;334;349;619;711;822;924
21170;Franxault;273;551;566;576;591;1101;1266;1401;1551
21120;Frenois;196;392;407;417;432;784;901;1020;1139
21500;Fresnes;176;351;366;376;391;701;806;921;1031
21150;Frolois;176;351;366;376;391;701;806;921;1031
21700;Fussey;272;549;564;574;589;1097;1262;1396;1546
21120;Gemeaux;212;425;440;450;465;850;977;1099;1224
21140;Genay;188;375;390;400;415;751;863;981;1096
21110;Genlis;245;493;508;518;533;986;1133;1263;1401
21410;Gergueil;268;540;555;565;580;1081;1243;1377;1525
21700;Gerland;262;528;543;553;568;1056;1214;1347;1492
21220;Gevrey chambertin;261;526;541;551;566;1052;1209;1342;1487
21520;Gevrolles;133;262;277;287;302;524;602;708;801
21640;Gilly les citeaux;266;536;551;561;576;1072;1233;1367;1514
21350;Gissey le vieil;217;435;450;460;475;870;1001;1124;1251
21150;Gissey sous flavigny;183;365;380;390;405;730;839;956;1069
21410;Gissey sur ouche;266;536;551;561;576;1072;1233;1367;1514
21250;Glanon;277;559;574;584;599;1118;1285;1421;1573
21400;Gommeville;123;241;256;266;281;482;555;659;747
21520;Les goulles;152;301;316;326;341;602;692;802;903
21580;Grancey le chateau neuvel;183;365;380;390;405;730;839;956;1069
21570;Grancey sur ource;119;233;248;258;273;466;536;639;726
21540;Grenand les sombernon;238;478;493;503;518;957;1100;1228;1364
21150;Gresigny ste reine;179;357;372;382;397;713;820;936;1047
21150;Grignon;178;355;370;380;395;709;816;931;1042
21330;Griselles;132;260;275;285;300;520;597;703;795
21540;Grosbois en montagne;210;421;436;446;461;841;967;1090;1214
21250;Grosbois les tichey;294;594;609;619;634;1188;1366;1505;1664
21290;Gurgy la ville;157;311;326;336;351;623;716;827;929
21290;Gurgyle chateau;161;320;335;345;360;639;735;847;951
21150;Hauteroche;186;371;386;396;411;742;854;971;1085
21121;Hauteville les dijon;231;464;479;489;504;928;1067;1193;1326
21270;Heuilley sur saone;243;489;504;514;529;977;1124;1253;1391
21120;Is sur tille;212;425;440;450;465;850;977;1099;1224
21340;Ivry en montagne;255;513;528;538;553;1027;1181;1312;1455
21110;Izeure;253;509;524;534;549;1019;1171;1302;1444
21110;Izier;228;458;473;483;498;916;1053;1179;1310
21150;Jailly les moulins;197;394;409;419;434;788;906;1025;1144
21250;Jallanges;286;577;592;602;617;1155;1328;1466;1621
21310;Jancigny;235;472;487;497;512;944;1086;1213;1348
21460;Jeux les bard;177;353;368;378;393;705;811;926;1037
21230;Jouey;242;487;502;512;527;973;1119;1248;1385
21450;Jours les baigneux;167;332;347;357;372;664;763;877;983
21340;Jours en vaux;254;511;526;536;551;1023;1176;1307;1450
21210;Juillenay;204;408;423;433;448;817;939;1060;1181
21140;Juilly;148;293;308;318;333;586;673;783;881
21110;Labergement foigney;249;501;516;526;541;1002;1152;1283;1423
21130;Labergement les auxonne;262;528;543;553;568;1056;1214;1347;1492
21820;Labergement les seurre;283;571;586;596;611;1142;1314;1451;1605
21250;Labruyere;194;388;403;413;428;775;892;1010;1128
21230;Lacanche;248;499;514;524;539;998;1148;1278;1417
21210;Lacour d arcenay;206;412;427;437;452;825;948;1070;1192
21330;Laignes;135;266;281;291;306;532;612;718;811
21760;Lamarche sur saone;250;503;518;528;543;1006;1157;1288;1428
21440;Lamargelle;189;377;392;402;417;755;868;986;1101
21370;Lantenay;213;427;442;452;467;854;982;1104;1230
21250;Lanthes;292;590;605;615;630;1180;1356;1495;1653
21140;Lantilly;175;348;363;373;388;697;801;916;1026
21170;Laperriere sur saone;267;538;553;563;578;1076;1238;1372;1519
21330;Larrey;134;264;279;289;304;528;607;713;806
21150;Les laumes;187;373;388;398;413;746;858;976;1090
21250;Lechatelet;267;538;553;563;578;1076;1238;1372;1519
21440;Lery;189;377;392;402;417;755;868;986;1101
21290;Leuglay;153;303;318;328;343;606;697;807;908
21200;Levernois;280;565;580;590;605;1130;1300;1436;1589
21610;Licey sur vingeanne;225;452;467;477;492;903;1039;1164;1294
21430;Liernais;213;427;442;452;467;854;982;1104;1230
21520;Lignerolles;150;297;312;322;337;594;683;793;892
21110;Longchamp;246;495;510;520;535;990;1138;1268;1407
21110;Longeault;255;513;528;538;553;1027;1181;1312;1455
21110;Longecourt en plaine;248;499;514;524;539;998;1148;1278;1417
21230;Longecourt les culetre;239;480;495;505;520;961;1105;1233;1369
21600;Longvic;241;485;500;510;525;969;1114;1243;1380
21170;Losne;267;538;553;563;578;1076;1238;1372;1519
21520;Louesme;143;282;297;307;322;565;650;758;854
21150;Lucenay le duc;167;332;347;357;372;664;763;877;983
21290;Lucey;142;280;295;305;320;561;645;753;849
21360;Lusigny sur ouche;245;493;508;518;533;986;1133;1263;1401
21120;Lux;218;437;452;462;477;874;1005;1129;1257
21320;Maconge;227;456;471;481;496;911;1048;1174;1305
21230;Magnien;245;493;508;518;533;986;1133;1263;1401
21450;Magny lambert;161;320;335;345;360;639;735;847;951
21140;Magny la ville;191;381;396;406;421;763;877;995;1112
21170;Magny les aubigny;259;522;537;547;562;1043;1200;1332;1476
21130;Magny montarlot;262;528;543;553;568;1056;1214;1347;1492
21700;Magny les villers;271;546;561;571;586;1093;1257;1391;1541
21310;Magny st medard;236;474;489;499;514;949;1091;1218;1353
21110;Magny sur tille;242;487;502;512;527;973;1119;1248;1385
21130;Les maillys;263;530;545;555;570;1060;1219;1352;1498
21400;Maisey le duc;146;289;304;314;329;577;664;773;870
21410;Malain;262;528;543;553;568;1056;1214;1347;1492
21230;Maligny;244;491;506;516;531;982;1129;1258;1396
21430;Manlay;223;447;462;472;487;895;1029;1154;1283
21270;Marandeuil;234;470;485;495;510;940;1081;1208;1342
21350;Marcellois;208;417;432;442;457;833;958;1080;1203
21330;Marcenay;137;270;285;295;310;540;621;728;822
21430;Marcheseuil;223;447;462;472;487;895;1029;1154;1283
21390;Marcigny sous thil;203;406;421;431;446;812;934;1055;1176
21350;Marcilly les vitteaux;200;400;415;425;440;800;920;1040;1160
21320;Marcilly ogny;217;435;450;460;475;870;1001;1124;1251
21120;Marcilly sur tille;210;421;436;446;461;841;967;1090;1214
21700;Marey les fussey;270;544;559;569;584;1089;1252;1387;1535
21120;Marey sur tille;193;386;401;411;426;771;887;1005;1122
21150;Marigny le cahouet;192;384;399;409;424;767;882;1000;1117
21200;Marigny les reullee;287;579;594;604;619;1159;1333;1471;1627
21110;Marliens;250;503;518;528;543;1006;1157;1288;1428
21500;Marmagne;171;340;355;365;380;680;782;896;1004
21160;Marsannay la cote;246;495;510;520;535;990;1138;1268;1407
21380;Marsannay le bois;219;439;454;464;479;878;1010;1134;1262
21320;Martrois;220;441;456;466;481;883;1015;1139;1267
21400;Massingy;145;287;302;312;327;573;659;768;865
21140;Massingy les semur;188;375;390;400;415;751;863;981;1096
21350;Massingy les vitteaux;203;406;421;431;446;812;934;1055;1176
21430;Maupas;215;431;446;456;471;862;991;1114;1240
21510;Mauvilly;163;324;339;349;364;647;744;857;962
21190;Mavilly mandelot;253;509;524;534;549;1019;1171;1302;1444
21270;Maxilly sur saone;241;485;500;510;525;969;1114;1243;1380
21320;Meilly sur rouvres;228;458;473;483;498;916;1053;1179;1310
21580;Le meix;189;377;392;402;417;755;868;986;1101
21190;Meloisey;288;582;597;607;622;1163;1337;1476;1632
21290;Menesble;164;326;341;351;366;652;749;862;967
21430;Menessaire;225;452;467;477;492;903;1039;1164;1294
21150;Menetreux le pitois;182;363;378;388;403;726;835;951;1063
21190;Merceuil;274;553;568;578;593;1105;1271;1406;1557
21540;Mesmont;266;536;551;561;576;1072;1233;1367;1514
21220;Messanges;269;542;557;567;582;1085;1247;1382;1530
21380;Messigny et vantoux;228;458;473;483;498;916;1053;1179;1310
21700;Meuilley;267;538;553;563;578;1076;1238;1372;1519
21510;Meulson;168;334;349;359;374;668;768;882;988
21200;Meursanges;288;582;597;607;622;1163;1337;1476;1632
21190;Meursault;287;579;594;604;619;1159;1333;1471;1627
21140;Millery;179;357;372;382;397;713;820;936;1047
21230;Mimeure;237;476;491;501;516;953;1096;1223;1358
21510;Minot;176;351;366;376;391;701;806;921;1031
