CP;Commune;Distance;1-2;3-4 ;5-6 ;7-8 ;9-12 ;13-16 ;17-31 ;32-54 
8090;Damouzy;155;180,4166667;210,4166667;240,4166667;260,4166667;360,8333333;414,9583333;451,0416667;505,1666667
8800;Deville;170;196,6666667;226,6666667;256,6666667;276,6666667;393,3333333;452,3333333;491,6666667;550,6666667
8160;Dom-le-Mesnil;150;175;205;235;255;350;402,5;437,5;490
8460;Dommery;140;164,1666667;194,1666667;224,1666667;244,1666667;328,3333333;377,5833333;410,4166667;459,6666667
8350;Donchery;160;185,8333333;215,8333333;245,8333333;265,8333333;371,6666667;427,4166667;464,5833333;520,3333333
8220;Doumely-Bégny;125;147,9166667;177,9166667;207,9166667;227,9166667;295,8333333;340,2083333;369,7916667;414,1666667
8300;Doux;110;131,6666667;161,6666667;191,6666667;211,6666667;263,3333333;302,8333333;329,1666667;368,6666667
8140;Douzy;175;202,0833333;232,0833333;262,0833333;282,0833333;404,1666667;464,7916667;505,2083333;565,8333333
8220;Draize;130;153,3333333;183,3333333;213,3333333;233,3333333;306,6666667;352,6666667;383,3333333;429,3333333
8310;Dricourt;105;126,25;156,25;186,25;206,25;252,5;290,375;315,625;353,5
8110;Escombres-et-le-Chesnois;180;207,5;237,5;267,5;287,5;415;477,25;518,75;581
8260;Estrebay;150;175;205;235;255;350;402,5;437,5;490
8210;Euilly-et-Lombut;185;212,9166667;242,9166667;272,9166667;292,9166667;425,8333333;489,7083333;532,2916667;596,1666667
8250;Exermont;135;158,75;188,75;218,75;238,75;317,5;365,125;396,875;444,5
8090;Fagnon;145;169,5833333;199,5833333;229,5833333;249,5833333;339,1666667;390,0416667;423,9583333;474,8333333
8270;Faissault;125;147,9166667;177,9166667;207,9166667;227,9166667;295,8333333;340,2083333;369,7916667;414,1666667
8400;Falaise;105;126,25;156,25;186,25;206,25;252,5;290,375;315,625;353,5
8270;FAUX;120;142,5;172,5;202,5;222,5;285;327,75;356,25;399
8260;Flaignes-Havys;150;175;205;235;255;350;402,5;437,5;490
8200;Fleigneux;170;196,6666667;226,6666667;256,6666667;276,6666667;393,3333333;452,3333333;491,6666667;550,6666667
8380;Fligny;160;185,8333333;215,8333333;245,8333333;265,8333333;371,6666667;427,4166667;464,5833333;520,3333333
8160;Flize;150;175;205;235;255;350;402,5;437,5;490
8200;Floing;165;191,25;221,25;251,25;271,25;382,5;439,875;478,125;535,5
8250;Fléville;135;158,75;188,75;218,75;238,75;317,5;365,125;396,875;444,5
8600;Foisches;205;234,5833333;264,5833333;294,5833333;314,5833333;469,1666667;539,5416667;586,4583333;656,8333333
8240;Fossé;125;147,9166667;177,9166667;207,9166667;227,9166667;295,8333333;340,2083333;369,7916667;414,1666667
8220;Fraillicourt;130;153,3333333;183,3333333;213,3333333;233,3333333;306,6666667;352,6666667;383,3333333;429,3333333
8140;Francheval;175;202,0833333;232,0833333;262,0833333;282,0833333;404,1666667;464,7916667;505,2083333;565,8333333
8600;Fromelennes;210;240;270;300;320;480;552;600;672
8370;Fromy;195;223,75;253,75;283,75;303,75;447,5;514,625;559,375;626,5
8170;Fumay;190;218,3333333;248,3333333;278,3333333;298,3333333;436,6666667;502,1666667;545,8333333;611,3333333
8170;Fépin;185;212,9166667;242,9166667;272,9166667;292,9166667;425,8333333;489,7083333;532,2916667;596,1666667
8240;Germont;120;142,5;172,5;202,5;222,5;285;327,75;356,25;399
8440;Gernelle;160;185,8333333;215,8333333;245,8333333;265,8333333;371,6666667;427,4166667;464,5833333;520,3333333
8700;Gespunsart;165;191,25;221,25;251,25;271,25;382,5;439,875;478,125;535,5
8260;Girondelle;155;180,4166667;210,4166667;240,4166667;260,4166667;360,8333333;414,9583333;451,0416667;505,1666667
8600;Givet;210;240;270;300;320;480;552;600;672
8200;Givonne;175;202,0833333;232,0833333;262,0833333;282,0833333;404,1666667;464,7916667;505,2083333;565,8333333
8220;Givron;120;142,5;172,5;202,5;222,5;285;327,75;356,25;399
8130;Givry;120;142,5;172,5;202,5;222,5;285;327,75;356,25;399
8200;Glaire;165;191,25;221,25;251,25;271,25;382,5;439,875;478,125;535,5
8190;Gomont;110;131,6666667;161,6666667;191,6666667;211,6666667;263,3333333;302,8333333;329,1666667;368,6666667
8270;Grandchamp;125;147,9166667;177,9166667;207,9166667;227,9166667;295,8333333;340,2083333;369,7916667;414,1666667
8250;Grandham;105;126,25;156,25;186,25;206,25;252,5;290,375;315,625;353,5
8250;Grandpré;110;131,6666667;161,6666667;191,6666667;211,6666667;263,3333333;302,8333333;329,1666667;368,6666667
8400;Grivy-Loisy;105;126,25;156,25;186,25;206,25;252,5;290,375;315,625;353,5
8430;Gruyères;140;164,1666667;194,1666667;224,1666667;244,1666667;328,3333333;377,5833333;410,4166667;459,6666667
8430;Guignicourt-sur-Vence;140;164,1666667;194,1666667;224,1666667;244,1666667;328,3333333;377,5833333;410,4166667;459,6666667
8130;Guincourt;120;142,5;172,5;202,5;222,5;285;327,75;356,25;399
8230;Gué-d'Hossus;165;191,25;221,25;251,25;271,25;382,5;439,875;478,125;535,5
8430;Hagnicourt;135;158,75;188,75;218,75;238,75;317,5;365,125;396,875;444,5
8090;Ham-les-Moines;160;185,8333333;215,8333333;245,8333333;265,8333333;371,6666667;427,4166667;464,5833333;520,3333333
8600;Ham-sur-Meuse;205;234,5833333;264,5833333;294,5833333;314,5833333;469,1666667;539,5416667;586,4583333;656,8333333
8290;Hannappes;155;180,4166667;210,4166667;240,4166667;260,4166667;360,8333333;414,9583333;451,0416667;505,1666667
8160;Hannogne-Saint-Martin;155;180,4166667;210,4166667;240,4166667;260,4166667;360,8333333;414,9583333;451,0416667;505,1666667
8220;Hannogne-Saint-Rémy;130;153,3333333;183,3333333;213,3333333;233,3333333;306,6666667;352,6666667;383,3333333;429,3333333
8450;Haraucourt;175;202,0833333;232,0833333;262,0833333;282,0833333;404,1666667;464,7916667;505,2083333;565,8333333
8150;Harcy;165;191,25;221,25;251,25;271,25;382,5;439,875;478,125;535,5
8170;Hargnies;185;212,9166667;242,9166667;272,9166667;292,9166667;425,8333333;489,7083333;532,2916667;596,1666667
8240;Harricourt;120;142,5;172,5;202,5;222,5;285;327,75;356,25;399
8090;Haudrecy;160;185,8333333;215,8333333;245,8333333;265,8333333;371,6666667;427,4166667;464,5833333;520,3333333
8800;Haulmé;170;196,6666667;226,6666667;256,6666667;276,6666667;393,3333333;452,3333333;491,6666667;550,6666667
8300;Hauteville;120;142,5;172,5;202,5;222,5;285;327,75;356,25;399
8310;Hauviné;80;99,16666667;129,1666667;159,1666667;179,1666667;198,3333333;228,0833333;247,9166667;277,6666667
8170;Haybes;180;207,5;237,5;267,5;287,5;415;477,25;518,75;581
8370;Herbeuval;200;229,1666667;259,1666667;289,1666667;309,1666667;458,3333333;527,0833333;572,9166667;641,6666667
8360;Herpy-l'Arlésienne;110;131,6666667;161,6666667;191,6666667;211,6666667;263,3333333;302,8333333;329,1666667;368,6666667
8320;Hierges;200;229,1666667;259,1666667;289,1666667;309,1666667;458,3333333;527,0833333;572,9166667;641,6666667
8190;Houdilcourt;100;120,8333333;150,8333333;180,8333333;200,8333333;241,6666667;277,9166667;302,0833333;338,3333333
8090;Houldizy;160;185,8333333;215,8333333;245,8333333;265,8333333;371,6666667;427,4166667;464,5833333;520,3333333
8200;Illy;180;207,5;237,5;267,5;287,5;415;477,25;518,75;581
8240;Imécourt;120;142,5;172,5;202,5;222,5;285;327,75;356,25;399
8300;Inaumont;115;137,0833333;167,0833333;197,0833333;217,0833333;274,1666667;315,2916667;342,7083333;383,8333333
8440;Issancourt-et-Rumel;160;185,8333333;215,8333333;245,8333333;265,8333333;371,6666667;427,4166667;464,5833333;520,3333333
8430;Jandun;135;158,75;188,75;218,75;238,75;317,5;365,125;396,875;444,5
8700;Joigny-sur-Meuse;165;191,25;221,25;251,25;271,25;382,5;439,875;478,125;535,5
8130;Jonval;145;169,5833333;199,5833333;229,5833333;249,5833333;339,1666667;390,0416667;423,9583333;474,8333333
8310;Juniville;105;126,25;156,25;186,25;206,25;252,5;290,375;315,625;353,5
8270;Justine-Herbigny;120;142,5;172,5;202,5;222,5;285;327,75;356,25;399
