CP;Commune;Tarif / PAX;Agglomération
77380;Combs-la-Ville;39,6;1
77290;Compans;39,6;1
77600;Conches-sur-Gondoire;39,6;1
77450;Condé-Sainte-Libiaire;39,6;1
77440;Congis-sur-Thérouanne;39,6;1
77170;Coubert;39,6;1
77860;Couilly-Pont-aux-Dames;39,6;1
77840;Coulombs-en-Valois;39,6;1
77580;Coulommes;39,6;1
77120;Coulommiers;39,6;1
77700;Coupvray;39,6;1
77126;Courcelles-en-Bassée;39,6;1
77540;Courpalay;39,6;1
77390;Courquetaine;39,6;1
77390;Courtomer;39,6;1
77181;Courtry;39,6;1
77154;Coutençon;39,6;1
77580;Coutevroult;39,6;1
77580;Crécy-la-Chapelle;39,6;1
77124;Crégy-lès-Meaux;39,6;1
77610;Crèvecœur-en-Brie;39,6;1
77390;Crisenoy;39,6;1
77183;Croissy-Beaubourg;39,6;1
77370;La Croix-en-Brie;39,6;1
77840;Crouy-sur-Ourcq;39,6;1
77165;Cuisy;39,6;1
77320;Dagny;39,6;1
77190;Dammarie-lès-Lys;39,6;1
77230;Dammartin-en-Goële;39,6;1
77163;Dammartin-sur-Tigeaux;39,6;1
77400;Dampmart;39,6;1
77140;Darvault;39,6;1
77440;Dhuisy;39,6;1
77940;Diant;39,6;1
77520;Donnemarie-Dontilly;39,6;1
77130;Dormelles;39,6;1
77510;Doue;39,6;1
77139;Douy-la-Ramée;39,6;1
77830;Échouboulains;39,6;1
77820;Les Écrennes;39,6;1
77250;Écuelles;39,6;1
77126;Égligny;39,6;1
77620;Égreville;39,6;1
77184;Émerainville;39,6;1
77250;Épisy;39,6;1
77450;Esbly;39,6;1
77940;Esmans;39,6;1
77139;Étrépilly;39,6;1
77157;Everly;39,6;1
77166;Évry-Grégy-sur-Yerres;39,6;1
77515;Faremoutiers;39,6;1
77220;Favières;39,6;1
77167;Faÿ-lès-Nemours;39,6;1
77133;Féricy;39,6;1
77150;Férolles-Attilly;39,6;1
77164;Ferrières-en-Brie;39,6;1
77320;La Ferté-Gaucher;39,6;1
77260;La Ferté-sous-Jouarre;39,6;1
77940;Flagy;39,6;1
77930;Fleury-en-Bière;39,6;1
77300;Fontainebleau;39,6;1
77480;Fontaine-Fourches;39,6;1
77590;Fontaine-le-Port;39,6;1
77370;Fontains;39,6;1
77370;Fontenailles;39,6;1
77610;Fontenay-Trésigny;39,6;1
77165;Forfry;39,6;1
77130;Forges;39,6;1
77390;Fouju;39,6;1
77410;Fresnes-sur-Marne;39,6;1
77760;Fromont;39,6;1
77470;Fublaines;39,6;1
77890;Garentreville;39,6;1
77370;Gastins;39,6;1
77690;La Genevraye;39,6;1
77910;Germigny-l'Évêque;39,6;1
77840;Germigny-sous-Coulombs;39,6;1
77165;Gesvres-le-Chapitre;39,6;1
77120;Giremoutiers;39,6;1
77890;Gironville;39,6;1
77114;Gouaix;39,6;1
77400;Gouvernes;39,6;1
77130;La Grande-Paroisse;39,6;1
77720;Grandpuits-Bailly-Carrois;39,6;1
77118;Gravon;39,6;1
77410;Gressy;39,6;1
77220;Gretz-Armainvilliers;39,6;1
77880;Grez-sur-Loing;39,6;1
77166;Grisy-Suisnes;39,6;1
77480;Grisy-sur-Seine;39,6;1
77580;Guérard;39,6;1
77760;Guercheville;39,6;1
77600;Guermantes;39,6;1
77390;Guignes;39,6;1
77520;Gurcy-le-Châtel;39,6;1
77515;Hautefeuille;39,6;1
77580;La Haute-Maison;39,6;1
77850;Héricy;39,6;1
77114;Hermé;39,6;1
77510;Hondevilliers;39,6;1
77610;La Houssaye-en-Brie;39,6;1
77890;Ichy;39,6;1
77440;Isles-les-Meldeuses;39,6;1
77450;Isles-lès-Villenoy;39,6;1
77165;Iverny;39,6;1
77450;Jablines;39,6;1
77440;Jaignes;39,6;1
77480;Jaulnes;39,6;1
77600;Jossigny;39,6;1
77640;Jouarre;39,6;1
77320;Jouy-sur-Morin;39,6;1
77230;Juilly;39,6;1
77650;Jutigny;39,6;1
77400;Lagny-sur-Marne;39,6;1
77760;Larchant;39,6;1
77148;Laval-en-Brie;39,6;1
77320;Lescherolles;39,6;1
77450;Lesches;39,6;1
77150;Lésigny;39,6;1
77320;Leudon-en-Brie;39,6;1
77127;Lieusaint;39,6;1
77550;Limoges-Fourches;39,6;1
77550;Lissy;39,6;1
77220;Liverdy-en-Brie;39,6;1
77000;Livry-sur-Seine;39,6;1
77650;Lizines;39,6;1
77440;Lizy-sur-Ourcq;39,6;1
77185;Lognes;39,6;1
77230;Longperrier;39,6;1
77710;Lorrez-le-Bocage-Préaux;39,6;1
77520;Luisetaines;39,6;1
77540;Lumigny-Nesles-Ormeaux;39,6;1
77138;Luzancy;39,6;1
77133;Machault;39,6;1
77570;La Madeleine-sur-Loing;39,6;1
77700;Magny-le-Hongre;39,6;1
77950;Maincy;39,6;1
77580;Maisoncelles-en-Brie;39,6;1
77570;Maisoncelles-en-Gâtinais;39,6;1
77230;Marchémoret;39,6;1
77139;Marcilly;39,6;1
77100;Mareuil-lès-Meaux;39,6;1
77610;Marles-en-Brie;39,6;1
77120;Marolles-en-Brie;39,6;1
77130;Marolles-sur-Seine;39,6;1
77440;Mary-sur-Marne;39,6;1
77120;Mauperthuis;39,6;1
77990;Mauregard;39,6;1
77145;May-en-Multien;39,6;1
77100;Meaux;39,6;1
77350;Le Mée-sur-Seine;39,6;1
77520;Meigneux;39,6;1
77320;Meilleray;39,6;1
77000;Melun;39,6;1
77730;Méry-sur-Marne;39,6;1
77990;Le Mesnil-Amelot;39,6;1
77410;Messy;39,6;1
77130;Misy-sur-Yonne;39,6;1
77290;Mitry-Mory;39,6;1
77950;Moisenay;39,6;1
77550;Moissy-Cramayel;39,6;1
77570;Mondreville;39,6;1
77520;Mons-en-Montois;39,6;1
77250;Montarlot;39,6;1
77470;Montceaux-lès-Meaux;39,6;1
77140;Montcourt-Fromonville;39,6;1
77320;Montdauphin;39,6;1
77320;Montenils;39,6;1
77130;Montereau-Fault-Yonne;39,6;1
77950;Montereau-sur-le-Jard;39,6;1
77144;Montévrain;39,6;1
77230;Montgé-en-Goële;39,6;1
77122;Monthyon;39,6;1
77480;Montigny-le-Guesdier;39,6;1
77520;Montigny-Lencoup;39,6;1
77690;Montigny-sur-Loing;39,6;1
77940;Montmachoux;39,6;1
77320;Montolivet;39,6;1
77450;Montry;39,6;1
77250;Moret-sur-Loing;39,6;1
77720;Mormant;39,6;1
77163;Mortcerf;39,6;1
77120;Mouroux;39,6;1
77480;Mousseaux-lès-Bray;39,6;1
77230;Moussy-le-Neuf;39,6;1
77230;Moussy-le-Vieux;39,6;1
77480;Mouy-sur-Seine;39,6;1
77176;Nandy;39,6;1
77370;Nangis;39,6;1
77760;Nanteau-sur-Essonne;39,6;1
77710;Nanteau-sur-Lunain;39,6;1
77100;Nanteuil-lès-Meaux;39,6;1
77730;Nanteuil-sur-Marne;39,6;1
77230;Nantouillet;39,6;1
77140;Nemours;39,6;1
77610;Neufmoutiers-en-Brie;39,6;1
77186;Noisiel;39,6;1
77940;Noisy-Rudignon;39,6;1
77123;Noisy-sur-École;39,6;1
77140;Nonville;39,6;1
77114;Noyen-sur-Seine;39,6;1
77890;Obsonville;39,6;1
77440;Ocquerre;39,6;1
77178;Oissery;39,6;1
77750;Orly-sur-Morin;39,6;1
77167;Ormesson;39,6;1
77134;Les Ormes-sur-Voulzie;39,6;1
77280;Othis;39,6;1
77330;Ozoir-la-Ferrière;39,6;1
77390;Ozouer-le-Voulgis;39,6;1
77710;Paley;39,6;1
77830;Pamfou;39,6;1
77520;Paroy;39,6;1
77480;Passy-sur-Seine;39,6;1
77970;Pécy;39,6;1
77124;Penchard;39,6;1
77930;Perthes;39,6;1
77131;Pézarches;39,6;1
77580;Pierre-Levée;39,6;1
77181;Le Pin;39,6;1
77165;Le Plessis-aux-Bois;39,6;1
77540;Le Plessis-Feu-Aussoux;39,6;1
77165;Le Plessis-l'Évêque;39,6;1
77440;Le Plessis-Placy;39,6;1
77470;Poincy;39,6;1
77167;Poligny;39,6;1
77515;Pommeuse;39,6;1
77400;Pomponne;39,6;1
77340;Pontault-Combault;39,6;1
77135;Pontcarré;39,6;1
77410;Précy-sur-Marne;39,6;1
77220;Presles-en-Brie;39,6;1
77310;Pringy;39,6;1
77139;Puisieux;39,6;1
77720;Quiers;39,6;1
77860;Quincy-Voisins;39,6;1
77370;Rampillon;39,6;1
77550;Réau;39,6;1
77510;Rebais;39,6;1
77760;Recloses;39,6;1
77710;Remauville;39,6;1
77260;Reuil-en-Brie;39,6;1
77000;La Rochette;39,6;1
77680;Roissy-en-Brie;39,6;1
77230;Rouvres;39,6;1
77540;Rozay-en-Brie;39,6;1
77950;Rubelles;39,6;1
77760;Rumont;39,6;1
77730;Saâcy-sur-Marne;39,6;1
77510;Sablonnières;39,6;1
77710;Saint-Ange-le-Viel;39,6;1
77515;Saint-Augustin;39,6;1
77320;Saint-Barthélemy;39,6;1
77750;Saint-Cyr-sur-Morin;39,6;1
77510;Saint-Denis-lès-Rebais;39,6;1
77260;Sainte-Aulde;39,6;1
77310;Saint-Fargeau-Ponthierry;39,6;1
77470;Saint-Fiacre;39,6;1
77130;Saint-Germain-Laval;39,6;1
77950;Saint-Germain-Laxis;39,6;1
77169;Saint-Germain-sous-Doue;39,6;1
77930;Saint-Germain-sur-École;39,6;1
77860;Saint-Germain-sur-Morin;39,6;1
77660;Saint-Jean-les-Deux-Jumeaux;39,6;1
77370;Saint-Just-en-Brie;39,6;1
77510;Saint-Léger;39,6;1
77670;Saint-Mammès;39,6;1
77230;Saint-Mard;39,6;1
77320;Saint-Mars-Vieux-Maisons;39,6;1
77320;Saint-Martin-des-Champs;39,6;1
77630;Saint-Martin-en-Bière;39,6;1
77720;Saint-Méry;39,6;1
77410;Saint-Mesmes;39,6;1
77720;Saint-Ouen-en-Brie;39,6;1
77750;Saint-Ouen-sur-Morin;39,6;1
77178;Saint-Pathus;39,6;1
77140;Saint-Pierre-lès-Nemours;39,6;1
77320;Saint-Rémy-la-Vanne;39,6;1
77120;Saints;39,6;1
77480;Saint-Sauveur-lès-Bray;39,6;1
77930;Saint-Sauveur-sur-École;39,6;1
77169;Saint-Siméon;39,6;1
77165;Saint-Soupplets;39,6;1
77400;Saint-Thibault-des-Vignes;39,6;1
77148;Salins;39,6;1
77260;Sammeron;39,6;1
77920;Samois-sur-Seine;39,6;1
77210;Samoreau;39,6;1
77580;Sancy-les-Meaux;39,6;1
77176;Savigny-le-Temple;39,6;1
77650;Savins;39,6;1
77240;Seine-Port;39,6;1
77260;Sept-Sorts;39,6;1
77700;Serris;39,6;1
77170;Servon;39,6;1
77640;Signy-Signets;39,6;1
77520;Sigy;39,6;1
77115;Sivry-Courtry;39,6;1
77520;Sognolles-en-Montois;39,6;1
77111;Soignolles-en-Brie;39,6;1
77111;Solers;39,6;1
77460;Souppes-sur-Loing;39,6;1
77440;Tancrou;39,6;1
77520;Thénisy;39,6;1
77230;Thieux;39,6;1
77810;Thomery;39,6;1
77400;Thorigny-sur-Marne;39,6;1
77940;Thoury-Férottes;39,6;1
77163;Tigeaux;39,6;1
77130;La Tombe;39,6;1
77200;Torcy;39,6;1
77131;Touquin;39,6;1
77220;Tournan-en-Brie;39,6;1
77123;Tousson;39,6;1
77510;La Trétoire;39,6;1
77710;Treuzy-Levelay;39,6;1
77450;Trilbardou;39,6;1
77470;Trilport;39,6;1
77440;Trocy-en-Multien;39,6;1
77760;Ury;39,6;1
77260;Ussy-sur-Marne;39,6;1
77360;Vaires-sur-Marne;39,6;1
77830;Valence-en-Brie;39,6;1
77370;Vanvillé;39,6;1
77130;Varennes-sur-Seine;39,6;1
77910;Varreddes;39,6;1
77580;Vaucourtois;39,6;1
77123;Le Vaudoué;39,6;1
77141;Vaudoy-en-Brie;39,6;1
77000;Vaux-le-Pénil;39,6;1
77710;Vaux-sur-Lunain;39,6;1
77440;Vendrest;39,6;1
77250;Veneux-Les Sablons;39,6;1
77510;Verdelot;39,6;1
77390;Verneuil-l'Étang;39,6;1
77670;Vernou-la-Celle-sur-Seine;39,6;1
77240;Vert-Saint-Denis;39,6;1
77370;Vieux-Champagne;39,6;1
77450;Vignely;39,6;1
77710;Villebéon;39,6;1
77250;Villecerf;39,6;1
77710;Villemaréchal;39,6;1
77470;Villemareuil;39,6;1
77250;Villemer;39,6;1
77480;Villenauxe-la-Petite;39,6;1
77174;Villeneuve-le-Comte;39,6;1
77154;Villeneuve-les-Bordes;39,6;1
77174;Villeneuve-Saint-Denis;39,6;1
77230;Villeneuve-sous-Dammartin;39,6;1
77510;Villeneuve-sur-Bellot;39,6;1
77124;Villenoy;39,6;1
77270;Villeparisis;39,6;1
77410;Villeroy;39,6;1
77130;Ville-Saint-Jacques;39,6;1
77410;Villevaudé;39,6;1
77190;Villiers-en-Bière;39,6;1
77760;Villiers-sous-Grez;39,6;1
77580;Villiers-sur-Morin;39,6;1
77114;Villiers-sur-Seine;39,6;1
77480;Villuis;39,6;1
77520;Vimpelles;39,6;1
77230;Vinantes;39,6;1
77139;Vincy-Manœuvre;39,6;1
77540;Voinsles;39,6;1
77950;Voisenon;39,6;1
77580;Voulangis;39,6;1
77940;Voulx;39,6;1
77870;Vulaines-sur-Seine;39,6;1
77390;Yèbles;39,6;1
92160;Antony;39,6;1
92600;Asnières-sur-Seine;39,6;1
92220;Bagneux;39,6;1
92270;Bois-Colombes;39,6;1
92100;Boulogne-Billancourt;39,6;1
92340;Bourg-la-Reine;39,6;1
92370;Chaville;39,6;1
92290;Châtenay-Malabry;39,6;1
92320;Châtillon;39,6;1
92140;Clamart;39,6;1
92110;Clichy;39,6;1
92700;Colombes;39,6;1
92400;Courbevoie;39,6;1
92260;Fontenay-aux-Roses;39,6;1
92380;Garches;39,6;1
92230;Gennevilliers;39,6;1
92130;Issy-les-Moulineaux;39,6;1
92250;La Garenne-Colombes;39,6;1
92350;Le Plessis-Robinson;39,6;1
92300;Levallois-Perret;39,6;1
92240;Malakoff;39,6;1
92430;Marnes-la-Coquette;39,6;1
92190;Meudon;39,6;1
92120;Montrouge;39,6;1
92000;Nanterre;39,6;1
92200;Neuilly-sur-Seine;39,6;1
92800;Puteaux;39,6;1
92500;Rueil-Malmaison;39,6;1
92210;Saint-Cloud;39,6;1
92330;Sceaux;39,6;1
92150;Suresnes;39,6;1
92310;Sèvres;39,6;1
92170;Vanves;39,6;1
92420;Vaucresson;39,6;1
92410;Ville-d'Avray;39,6;1
92390;Villeneuve-la-Garenne;39,6;1
93300;Aubervilliers;39,6;1
93600;Aulnay-sous-Bois;39,6;1
93170;Bagnolet;39,6;1
93170;Gare Routière Internationale Paris-Gallieni;39,6;1
93150;Le Blanc-Mesnil;39,6;1
93000;Bobigny;39,6;1
93140;Bondy;39,6;1
93350;Le Bourget;39,6;1
93390;Clichy-sous-Bois;39,6;1
93470;Coubron;39,6;1
93120;La Courneuve;39,6;1
93700;Drancy;39,6;1
93440;Dugny;39,6;1
93800;Épinay-sur-Seine;39,6;1
93220;Gagny;39,6;1
93460;Gournay-sur-Marne;39,6;1
93450;L'Île-Saint-Denis;39,6;1
93260;Les Lilas;39,6;1
93190;Livry-Gargan;39,6;1
93370;Montfermeil;39,6;1
93100;Montreuil;39,6;1
93360;Neuilly-Plaisance;39,6;1
93330;Neuilly-sur-Marne;39,6;1
93160;Noisy-le-Grand;39,6;1
93130;Noisy-le-Sec;39,6;1
93500;Pantin;39,6;1
93320;Les Pavillons-sous-Bois;39,6;1
93380;Pierrefitte-sur-Seine;39,6;1
93310;Le Pré-Saint-Gervais;39,6;1
93340;Le Raincy;39,6;1
93230;Romainville;39,6;1
93110;Rosny-sous-Bois;39,6;1
93200;Saint-Denis;39,6;1
93400;Saint-Ouen;39,6;1
93270;Sevran;39,6;1
93240;Stains;39,6;1
93290;Tremblay-en-France;39,6;1
93410;Vaujours;39,6;1
93250;Villemomble;39,6;1
93420;Villepinte;39,6;1
93430;Villetaneuse;39,6;1
94480;Ablon-sur-Seine;39,6;1
94140;Alfortville;39,6;1
94110;Arcueil;39,6;1
94470;Boissy-Saint-Léger;39,6;1
94380;Bonneuil-sur-Marne;39,6;1
94360;Bry-sur-Marne;39,6;1
94230;Cachan;39,6;1
94500;Champigny-sur-Marne;39,6;1
94220;Charenton-le-Pont;39,6;1
94430;Chennevières-sur-Marne;39,6;1
94550;Chevilly-Larue;39,6;1
94600;Choisy-le-Roi;39,6;1
94000;Créteil;39,6;1
94120;Fontenay-sous-Bois;39,6;1
94260;Fresnes;39,6;1
94250;Gentilly;39,6;1
94200;Ivry-sur-Seine;39,6;1
94340;Joinville-le-Pont;39,6;1
94510;La Queue-en-Brie;39,6;1
94270;Le Kremlin-Bicêtre;39,6;1
94170;Le Perreux-sur-Marne;39,6;1
94420;Le Plessis-Trévise;39,6;1
94240;L'Haÿ-les-Roses;39,6;1
94450;Limeil-Brévannes;39,6;1
94700;Maisons-Alfort;39,6;1
94520;Mandres-les-Roses;39,6;1
94440;Marolles-en-Brie;39,6;1
94130;Nogent-sur-Marne;39,6;1
94880;Noiseau;39,6;1
94310;Orly;39,6;1
94490;Ormesson-sur-Marne;39,6;1
94520;Périgny;39,6;1
94150;Rungis;39,6;1
94160;Saint-Mandé;39,6;1
94100;Saint-Maur-des-Fossés;39,6;1
94410;Saint-Maurice;39,6;1
94440;Santeny;39,6;1
94370;Sucy-en-Brie;39,6;1
94320;Thiais;39,6;1
94460;Valenton;39,6;1
94440;Villecresnes;39,6;1
94800;Villejuif;39,6;1
94290;Villeneuve-le-Roi;39,6;1
94190;Villeneuve-Saint-Georges;39,6;1
94350;Villiers-sur-Marne;39,6;1
94300;Vincennes;39,6;1
94400;Vitry-sur-Seine;39,6;1
51150;Aigny;18;2
51150;Aulnay-sur-Marne;18;2
51320;Bussy-Lettrée;18;2
51000;Châlons-en-Champagne;18;2
51150;Champigneul-Champagne;18;2
51510;Cheniers;18;2
51150;Cherville;18;2
51510;Compertrix;18;2
51150;Condé-sur-Marne;18;2
51510;Coolus;18;2
51320;Dommartin-Lettrée;18;2
51460;L'Épine;18;2
51510;Fagnières;18;2
51320;Haussimont;18;2
51150;Jâlons;18;2
51150;Juvigny;18;2
51230;Lenharrée;18;2
51510;Matougues;18;2
51470;Moncetz-Longevas;18;2
51320;Montépreux;18;2
51520;Recy;18;2
51460;Saint-Étienne-au-Temple;18;2
51510;Saint-Gibrien;18;2
51520;Saint-Martin-sur-le-Pré;18;2
51470;Saint-Memmie;18;2
51510;Saint-Pierre;18;2
51520;Sarry;18;2
51320;Sommesous;18;2
51320;Soudé;18;2
51320;Soudron;18;2
51510;Thibie;18;2
51320;Vassimont-et-Chapelaine;18;2
51320;Vatry;18;2
51520;La Veuve;18;2
51510;Villers-le-Château;18;2
51150;Vraux;18;2
51450;Bétheny;35;3
51430;Bezannes;35;3
51420;Cernay-lès-Reims;35;3
51500;Champfleury;35;3
51370;Champigny;35;3
51350;Cormontreuil;35;3
51360;Prunay;35;3
51500;Puisieulx;35;3
51100;Reims;35;3
51370;Saint-Brice-Courcelles;35;3
51500;Saint-Léonard;35;3
51500;Sillery;35;3
51500;Taissy;35;3
51430;Tinqueux;35;3
51500;Trois-Puits;35;3
51500;Villers-aux-Nœuds;35;3
10450;Bréviandes;35;4
10800;Buchères;35;4
10800;Isle-Aumont;35;4
10600;La Chapelle-Saint-Luc;35;4
10440;La Rivière-de-Corps;35;4
10420;Les Noës-près-Troyes;35;4
10800;Moussey;35;4
10150;Pont-Sainte-Marie;35;4
10430;Rosières-près-Troyes;35;4
10120;Saint-André-les-Vergers;35;4
10800;Saint-Julien-les-Villas;35;4
10800;Saint-Léger-près-Troyes;35;4
10410;Saint-Parres-aux-Tertres;35;4
10300;Sainte-Savine;35;4
10120;Saint-Germain;35;4
10800;Saint-Thibault;35;4
10440;Torvilliers;35;4
10000;Troyes;35;4
10390;Verrières;35;4
51240;Ablancourt;23;7
51290;Arzillières-Neuville;23;7
51240;Aulnay-l'Aître;23;7
51300;Bignicourt-sur-Marne;23;7
51300;Blacy;23;7
51300;Blaise-sous-Arzillières;23;7
51320;Bréban;23;7
51290;Chapelaine;23;7
51300;Châtelraould-Saint-Louvent;23;7
51240;La Chaussée-sur-Marne;23;7
51320;Coole;23;7
51320;Corbeil;23;7
51300;Courdemanges;23;7
51300;Couvrot;23;7
51300;Drouilly;23;7
51300;Frignicourt;23;7
51300;Glannes;23;7
51290;Hauteville;23;7
51300;Huiron;23;7
51320;Humbauville;23;7
51290;Lignon;23;7
51300;Maisons-en-Champagne;23;7
51290;Margerie-Hancourt;23;7
51300;Marolles;23;7
51320;Le Meix-Tiercelin;23;7
51300;Pringy;23;7
51300;Les Rivières-Henruel;23;7
51290;Saint-Chéron;23;7
51320;Saint-Ouen-Domprot;23;7
51290;Saint-Utin;23;7
51320;Sompuis;23;7
51290;Somsois;23;7
51240;Songy;23;7
51300;Soulanges;23;7
51300;Vitry-le-François;23;7
52130;Allichamps;35;8
51290;Ambrières;35;8
52130;Attancourt;35;8
52130;Bailly-aux-Forges;35;8
52100;Bettancourt-la-Ferrée;35;8
52130;Brousseval;35;8
52100;Chancenay;35;8
52130;Domblain;35;8
52110;Dommartin-le-Franc;35;8
52130;Doulevant-le-Petit;35;8
52290;Éclaron-Braucourt-Sainte-Livière;35;8
52130;Fays;35;8
52100;Hallignicourt;35;8
52290;Humbécourt;35;8
51290;Landricourt;35;8
52100;Laneuville-au-Pont;35;8
52130;Louvemont;35;8
52130;Magneux;35;8
52100;Moëslains;35;8
52130;Montreuil-sur-Blaise;35;8
52110;Morancourt;35;8
52100;Perthes;35;8
52130;Rachecourt-Suzémont;35;8
52100;Saint-Eulien;35;8
51340;Saint-Vrain;35;8
52100;Sapignicourt;35;8
52130;Sommancourt;35;8
51340;Trois-Fontaines-l'Abbaye;35;8
52130;Troisfontaines-la-Ville;35;8
52100;Valcourt;35;8
52130;Valleret;35;8
52130;Vaux-sur-Blaise;35;8
52130;Ville-en-Blaisois;35;8
52100;Villiers-en-Lieu;35;8
52130;Voillecomte;35;8
51340;Vouillers;35;8
52130;Wassy;35;8
51190;Avize;35;15
51530;Brugny-Vaudancourt;35;15
51530;Chavot-Courcourt;35;15
51530;Chouilly;35;15
51530;Cramant;35;15
51530;Cuis;35;15
51480;Cumières;35;15
51200;Épernay;35;15
51190;Flavigny;35;15
51190;Grauves;35;15
51190;Les Istres-et-Bury;35;15
51530;Magenta;35;15
51530;Mancy;35;15
51530;Mardeuil;35;15
51530;Monthelon;35;15
51530;Morangis;35;15
51530;Moussy;35;15
51530;Oiry;35;15
51530;Pierry;35;15
51150;Plivot;35;15
51530;Vinay;35;15
51120;Allemant;30;17
51120;Barbonne-Fayel;30;17
51230;Broussy-le-Petit;30;17
51230;Broussy-le-Grand;30;17
51120;Broyes;30;17
51120;Chichey;30;17
51120;Fontaine-Denis-Nuisy;30;17
51120;Gaye;30;17
51120;Lachy;30;17
51230;Linthelles;30;17
51230;Linthes;30;17
51120;Le Meix-Saint-Epoing;30;17
51120;Mœurs-Verdey;30;17
51120;Mondement-Montgivroux;30;17
